1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51
chr19:53347748_+	0.24	0.26	0.26	0.24	0.24	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.2	0.18	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.06
chr19:53381738_-	0.14	0.16	0.16	0.16	0.18	0.2	0.2	0.22	0.24	0.24	0.24	0.24	0.26	0.28	0.3	0.28	0.28	0.28	0.28	0.26	0.28	0.28	0.28	0.28	0.3	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.3	0.3	0.32	0.32	0.3	0.3	0.28	0.28	0.28	0.3	0.32	0.34	0.34	0.36	0.34	0.34	0.34
chr19:58049813_+	0.14	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.16	0.16	0.18	0.18	0.2	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.2
chr19:8922010_+	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.14	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.12	0.14	0.14	0.16
chr19:8971261_+	0.16	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.2	0.22	0.24	0.22	0.22	0.24	0.24	0.24	0.22	0.22	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.18	0.2	0.2	0.18	0.18
chr19:9045292_+	0.24	0.24	0.26	0.26	0.26	0.26	0.24	0.22	0.22	0.22	0.22	0.2	0.18	0.18	0.2	0.22	0.22	0.22	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.2	0.22	0.22	0.2	0.2	0.2	0.22	0.22	0.22	0.24	0.26	0.26	0.24
chr2:104846851_-	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.1	0.12	0.14	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24
chr2:105011022_-	0.3	0.3	0.3	0.3	0.28	0.28	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.3	0.3	0.32	0.34	0.32	0.3	0.32	0.32	0.32	0.34	0.34	0.34	0.34	0.34	0.36	0.38	0.38	0.38	0.38	0.36	0.36	0.36	0.34	0.34	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.3
chr2:109262133_-	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.04	0.04	0.04	0.04	0.04	0.04
chr2:109932727_+	0.24	0.26	0.26	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.24	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.24	0.24	0.22	0.22	0.2	0.2	0.18	0.18	0.2	0.2	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.1	0.1	0.1	0.12	0.14
chr2:110945986_-	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.04	0.04	0.04	0.06	0.06	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18
chr2:11597683_-	0.2	0.2	0.2	0.18	0.2	0.2	0.2	0.2	0.18	0.18	0.16	0.14	0.16	0.18	0.18	0.16	0.18	0.18	0.18	0.2	0.2	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.24	0.26	0.28
chr2:119955879_+	0.14	0.12	0.12	0.12	0.12	0.12	0.14	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.2	0.2	0.2	0.18	0.18	0.18	0.2	0.2	0.2	0.18	0.18	0.18	0.2	0.2	0.18	0.18	0.18	0.18	0.2	0.2	0.18	0.18	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18
chr2:121076279_-	0.26	0.26	0.28	0.28	0.28	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.22	0.24	0.24	0.24	0.26	0.26	0.24	0.22	0.22	0.22	0.22	0.22	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.22	0.24	0.24	0.22	0.22	0.22	0.24	0.22	0.22	0.24	0.26	0.26	0.26
chr2:121450186_+	0.14	0.14	0.14	0.14	0.12	0.14	0.16	0.16	0.18	0.2	0.22	0.24	0.24	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.26	0.28	0.28	0.28	0.3	0.3	0.3	0.3	0.28	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.28
chr2:121923583_+	0.2	0.2	0.2	0.22	0.24	0.24	0.24	0.24	0.22	0.24	0.24	0.24	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.24	0.26	0.28	0.28	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.3	0.3	0.28	0.26	0.26	0.28	0.28	0.28	0.26
chr2:122005190_+	0.06	0.06	0.06	0.06	0.06	0.06	0.04	0.04	0.04	0.06	0.08	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.08	0.08
chr2:126796804_-	0.14	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.22	0.22	0.2	0.2	0.2	0.22	0.2	0.2	0.22	0.22	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24
chr2:127816748_-	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1
chr2:129112779_+	0.18	0.18	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.14	0.14	0.14	0.12	0.14	0.16	0.16	0.14	0.16	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16
chr2:131240155_+	0.4	0.38	0.38	0.36	0.36	0.36	0.36	0.34	0.32	0.34	0.34	0.34	0.34	0.34	0.34	0.36	0.38	0.4	0.38	0.4	0.4	0.38	0.38	0.4	0.4	0.38	0.38	0.38	0.38	0.4	0.38	0.36	0.36	0.38	0.38	0.4	0.38	0.36	0.36	0.36	0.34	0.32	0.32	0.3	0.3	0.3	0.3	0.28	0.28	0.28	0.28
chr2:131293133_+	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.14	0.16	0.16	0.16	0.18	0.16	0.16	0.16	0.18	0.18
chr2:138262618_+	0.28	0.26	0.26	0.24	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.26	0.28	0.26	0.26	0.26	0.28	0.3	0.28	0.28	0.28	0.28	0.3	0.32	0.3	0.3	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.3	0.3	0.3	0.3	0.32	0.3	0.3	0.28	0.28	0.28	0.28	0.3	0.3	0.3
chr2:152274299_+	0.24	0.24	0.24	0.22	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.2	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1
chr2:152698908_+	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.26	0.24	0.22	0.22	0.2	0.2	0.2	0.22	0.22	0.24	0.22	0.22	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.14	0.14	0.16	0.16	0.16	0.14	0.16	0.18	0.18	0.18	0.2	0.22	0.22	0.24	0.26	0.28	0.28
chr2:153384839_+	0.22	0.22	0.22	0.22	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.14	0.12	0.12	0.14	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.1	0.1	0.1	0.1	0.12	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18
chr2:153481038_-	0.26	0.24	0.24	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.2	0.18	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.14	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06
chr2:156155720_-	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.1	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.12	0.12	0.14	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.14	0.16	0.18	0.2	0.2
chr2:15654574_+	0.18	0.18	0.18	0.16	0.14	0.14	0.16	0.16	0.18	0.18	0.18	0.18	0.16	0.16	0.18	0.18	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.12	0.12	0.12	0.14	0.14	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.2	0.2	0.2
chr2:157103342_-	0.06	0.06	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.2	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.24
chr2:161652648_-	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14
chr2:164435953_-	0.44	0.46	0.44	0.46	0.48	0.5	0.48	0.5	0.5	0.5	0.5	0.5	0.5	0.52	0.52	0.52	0.52	0.5	0.48	0.48	0.48	0.46	0.44	0.42	0.42	0.42	0.42	0.44	0.44	0.46	0.46	0.48	0.48	0.46	0.44	0.46	0.46	0.48	0.48	0.48	0.46	0.46	0.44	0.42	0.4	0.4	0.4	0.4	0.38	0.38	0.36
chr2:166670337_-	0.48	0.46	0.46	0.46	0.48	0.46	0.48	0.46	0.46	0.44	0.44	0.42	0.42	0.42	0.42	0.4	0.42	0.4	0.4	0.4	0.4	0.38	0.38	0.38	0.4	0.38	0.38	0.36	0.36	0.36	0.36	0.34	0.34	0.34	0.36	0.36	0.36	0.34	0.32	0.32	0.32	0.32	0.34	0.32	0.32	0.3	0.32	0.34	0.34	0.32	0.32
chr2:167610168_-	0.18	0.18	0.2	0.2	0.2	0.22	0.22	0.2	0.18	0.18	0.18	0.18	0.18	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.18	0.2	0.2	0.18	0.18	0.18	0.2	0.18	0.18	0.2	0.22	0.22	0.22	0.22	0.2	0.22	0.22	0.22	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26
chr2:174421327_+	0.3	0.3	0.3	0.3	0.32	0.32	0.32	0.3	0.3	0.28	0.28	0.28	0.28	0.28	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.28	0.26	0.28	0.3	0.28	0.26	0.28	0.28	0.28	0.26	0.28	0.28	0.28	0.3	0.3	0.32	0.3	0.3	0.3	0.3	0.32	0.34	0.34	0.34	0.32	0.32	0.32	0.32
chr2:179502451_+	0.36	0.38	0.36	0.34	0.34	0.36	0.34	0.34	0.34	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.34	0.34	0.36	0.36	0.38	0.36	0.36	0.34	0.34	0.34	0.34	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.3	0.32	0.32	0.3	0.32	0.32	0.32	0.3	0.3	0.28	0.26	0.28	0.28	0.28	0.26
chr2:179962804_-	0.3	0.32	0.34	0.32	0.32	0.32	0.34	0.36	0.34	0.34	0.34	0.34	0.34	0.32	0.34	0.36	0.36	0.36	0.34	0.36	0.36	0.34	0.34	0.32	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.32	0.3	0.3	0.32	0.32	0.3	0.3	0.28	0.3	0.32	0.3	0.3	0.32	0.34	0.32	0.32	0.32	0.32	0.32
chr2:180190843_-	0.32	0.34	0.34	0.34	0.34	0.32	0.3	0.3	0.28	0.28	0.3	0.3	0.3	0.28	0.26	0.26	0.24	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.2	0.2	0.18	0.18	0.16	0.18	0.2	0.2	0.2	0.22	0.2	0.2	0.18	0.18	0.16	0.16	0.16	0.16	0.18	0.18	0.2	0.22	0.22	0.24	0.24
chr2:180214155_-	0.22	0.2	0.22	0.22	0.22	0.22	0.2	0.22	0.24	0.22	0.22	0.24	0.22	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.24	0.22	0.24	0.24	0.22	0.22	0.2	0.2	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.26
chr2:180709164_-	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.2	0.22	0.22	0.2	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.12	0.1	0.12	0.12	0.12	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.22	0.22	0.22
chr2:180914114_-	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.12	0.1	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1
chr2:23012822_-	0	0	0	0	0	0	0	0	0	0.02	0.02	0.02	0.02	0.02	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.06	0.08	0.08	0.08	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.22	0.24	0.24	0.24	0.24	0.26	0.26
chr2:24818465_-	0.22	0.24	0.24	0.22	0.22	0.2	0.2	0.2	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.18	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14
chr2:26898471_-	0.28	0.28	0.3	0.3	0.32	0.34	0.36	0.34	0.32	0.3	0.28	0.28	0.3	0.28	0.28	0.28	0.28	0.3	0.32	0.3	0.3	0.32	0.32	0.3	0.32	0.34	0.34	0.34	0.34	0.32	0.32	0.32	0.3	0.3	0.3	0.3	0.28	0.3	0.32	0.32	0.32	0.32	0.3	0.3	0.28	0.3	0.32	0.32	0.32	0.34	0.34
chr2:29140148_+	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.26	0.28	0.28	0.28	0.3	0.3	0.3	0.28	0.28	0.28	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.22	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.2	0.18	0.2	0.2	0.18	0.18	0.2	0.2	0.18	0.18
chr2:31488961_+	0.34	0.32	0.32	0.3	0.3	0.3	0.32	0.32	0.34	0.34	0.34	0.34	0.34	0.34	0.32	0.34	0.34	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.28	0.26	0.24	0.26	0.28	0.28	0.28	0.26	0.26	0.26	0.26	0.24	0.22	0.22	0.22	0.24	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28
chr2:31591533_+	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.22	0.24	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.26	0.26	0.24	0.22	0.22	0.2	0.2	0.22	0.22	0.22	0.24	0.24	0.26	0.24	0.26
chr2:31760316_+	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.28	0.28	0.28	0.28	0.28	0.3	0.32	0.3	0.28	0.3	0.28	0.28	0.28	0.28	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.18	0.18	0.18	0.2	0.2	0.2	0.22	0.22	0.24	0.26
chr2:3290348_+	0.3	0.3	0.28	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.2	0.2	0.2	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.16	0.14	0.12	0.12	0.12	0.12	0.1	0.1	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.14	0.14	0.14	0.14	0.14	0.16
chr2:33036357_-	0.12	0.12	0.14	0.14	0.14	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.24	0.26	0.26	0.28	0.28	0.3	0.3	0.28	0.26	0.28	0.28	0.3	0.28	0.3	0.3	0.3	0.3	0.3	0.3	0.28	0.28	0.28	0.28	0.28
chr2:3509726_-	0.2	0.2	0.2	0.22	0.22	0.2	0.2	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.22	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.2
chr2:37506998_+	0.32	0.34	0.34	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.28	0.28	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.26	0.24	0.22	0.22	0.2	0.22	0.22	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.16	0.18	0.18	0.2	0.2	0.22	0.22	0.22	0.22	0.24	0.22	0.22	0.22	0.22	0.22	0.22
chr2:39030837_-	0.42	0.42	0.42	0.42	0.44	0.44	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.44	0.46	0.44	0.44	0.42	0.42	0.4	0.4	0.38	0.38	0.38	0.38	0.36	0.38	0.36	0.36	0.34	0.34	0.32	0.32	0.3	0.3	0.3	0.3	0.28	0.28	0.26	0.26	0.24	0.26	0.24	0.24	0.22	0.24	0.22	0.22	0.2
chr2:39125723_-	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.08	0.06	0.04	0.04	0.04	0.04	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.04	0.04	0.04	0.04	0.06	0.06	0.08
chr2:61737968_+	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.2	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16
chr2:65018653_-	0.32	0.32	0.32	0.3	0.32	0.32	0.32	0.32	0.34	0.34	0.34	0.32	0.3	0.3	0.3	0.28	0.28	0.28	0.26	0.26	0.28	0.26	0.26	0.26	0.26	0.24	0.22	0.22	0.24	0.24	0.22	0.2	0.18	0.16	0.16	0.18	0.18	0.18	0.2	0.22	0.22	0.22	0.2	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2
chr2:66702142_-	0.14	0.14	0.14	0.16	0.16	0.18	0.16	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12
chr2:71402994_+	0.16	0.16	0.18	0.2	0.2	0.2	0.18	0.2	0.22	0.22	0.24	0.26	0.28	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.28	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.3	0.32	0.3	0.32	0.34	0.32	0.32	0.34	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36
chr2:71820222_+	0.2	0.2	0.22	0.22	0.22	0.22	0.24	0.24	0.26	0.28	0.26	0.24	0.22	0.2	0.2	0.2	0.2	0.2	0.22	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18
chr2:74553485_-	0.26	0.28	0.3	0.3	0.28	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.32	0.32	0.3	0.3	0.32	0.32	0.32	0.32	0.32	0.3	0.3	0.3	0.3	0.3	0.28	0.26	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.22	0.22	0.2	0.22	0.2	0.22	0.22
chr2:83648417_+	0.22	0.22	0.22	0.2	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.12	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12
chr2:90511788_-	0.22	0.22	0.22	0.24	0.24	0.26	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.3	0.3	0.3	0.3	0.28	0.28	0.3	0.32	0.3	0.3	0.3	0.32	0.32	0.34	0.34	0.32	0.3	0.3	0.3	0.3	0.28	0.3	0.3	0.28	0.26	0.28	0.3	0.28	0.26	0.26	0.26	0.26
chr2:94330070_-	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.24	0.24	0.24	0.26	0.28	0.28	0.26	0.26	0.26	0.26	0.24	0.24	0.22	0.2	0.2	0.2	0.2	0.22	0.2	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.18	0.2	0.2	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22
chr2:97431908_+	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.2	0.18	0.18	0.16	0.18	0.18	0.18	0.18	0.16	0.18	0.18	0.16	0.16	0.16	0.18	0.18	0.18	0.16	0.16	0.16	0.18	0.2	0.2	0.2	0.2	0.22	0.22
chr2:9949350_-	0.3	0.3	0.3	0.3	0.28	0.28	0.3	0.32	0.32	0.32	0.3	0.3	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.3	0.3	0.3	0.3	0.28	0.26	0.24	0.22	0.24	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.22	0.24	0.24	0.24	0.24
