	ID	strand	Same Strand: Host_gene_name	Same Strand: Host_gene_ensembl_id	Same Strand: Repeat_Type	Same Strand: RNA_type_Classification	Transcript	CLIP_LISI_Dist	ID_LINESINE	repClass_LINESINE	repName_LINESINE
337	chr3:135448081-135448142	+	Ube2d3	ENSMUSG00000078578	NA	protein_coding: Intron	ENSMUST00000106291	-749	chr3:135447188-135447332	SINE	B3
338	chr3:138142531-138142564	-	Mttp	ENSMUSG00000028158	SINE	Repeat Element	ENSMUST00000098580	0	chr3:138096170-138096314	SINE	B1_Mus2
339	chr3:144596566-144596602	+	Selenof	ENSMUSG00000037072	NA	protein_coding: Intron	ENSMUST00000082437	-226	chr3:144596208-144596340	SINE	B1_Mus1
340	chr3:153535703-153535735	-	St6galnac3	ENSMUSG00000052544	SINE	Repeat Element	ENSMUST00000200397	-8	chr3:153535711-153535860	SINE	B1_Mur3
341	chr3:153610926-153610955	-	St6galnac3	ENSMUSG00000052544	NA	protein_coding: Intron	ENSMUST00000200397	420	chr3:153610450-153610506	SINE	MIRb
342	chr3:22113843-22113884	+	Tbl1xr1	ENSMUSG00000027630	NA	protein_coding: Intron	ENSMUST00000063988	-528	chr3:22113207-22113315	SINE	PB1D10
343	chr3:22181550-22181613	+	Tbl1xr1	ENSMUSG00000027630	NA	protein_coding: Intron	ENSMUST00000063988	-110	chr3:22181319-22181440	SINE	RSINE1
344	chr3:27486024-27486047	-	Fndc3b	ENSMUSG00000039286	NA	protein_coding: Intron	ENSMUST00000046157	1634	chr3:27484254-27484390	SINE	RSINE1
345	chr3:34023429-34023463	+	Fxr1	ENSMUSG00000027680	NA	protein_coding: Intron	ENSMUST00000197694	1799	chr3:34025228-34025305	SINE	ID_B1
346	chr3:35848283-35848331	+	Atp11b	ENSMUSG00000037400	SINE	Repeat Element	ENSMUST00000029257	41	chr3:35848324-35848472	SINE	B2_Mm2
347	chr3:41600384-41600436	+	Jade1	ENSMUSG00000025764	NA	protein_coding: Intron	ENSMUST00000026865	-385	chr3:41599801-41599999	SINE	B3
348	chr3:53470773-53470841	+	Proser1	ENSMUSG00000049504	NA	protein_coding: Intron	ENSMUST00000058577	-71	chr3:53470547-53470702	SINE	B2_Mm2
349	chr3:67035543-67035597	+	Rsrc1	ENSMUSG00000034544	NA	protein_coding: Intron	ENSMUST00000065074	-215	chr3:67035108-67035328	SINE	B4A
350	chr3:88400529-88400565	-	Pmf1	ENSMUSG00000028066	LTR	Repeat Element	ENSMUST00000056370	-1861	chr3:88402390-88402557	SINE	MIRc
351	chr3:8940432-8940470	-	Tpd52	ENSMUSG00000027506	NA	protein_coding: Intron	ENSMUST00000091354	2883	chr3:8937402-8937549	SINE	B1_Mus2
352	chr3:95464020-95464066	+	Arnt	ENSMUSG00000015522	NA	protein_coding: Intron	ENSMUST00000102749	-391	chr3:95463490-95463629	SINE	B1_Mus1
353	chr3:9563008-9563044	-	Zfp704	ENSMUSG00000040209	NA	protein_coding: Intron	ENSMUST00000041124	-1453	chr3:9564461-9564582	SINE	B4
354	chr4:103127340-103127400	+	Mier1	ENSMUSG00000028522	NA	protein_coding: Intron	ENSMUST00000106857	-481	chr4:103126781-103126859	SINE	ID
355	chr4:106608818-106608883	-	Lexm	ENSMUSG00000054362	SINE	Repeat Element	ENSMUST00000106788	-61	chr4:106608879-106609026	SINE	B1_Mus2
356	chr4:11378451-11378497	-	Esrp1	ENSMUSG00000040728	NA	protein_coding: Intron	ENSMUST00000108313	416	chr4:11377904-11378035	SINE	B3A
357	chr4:11573184-11573245	+	Rad54b	ENSMUSG00000078773	LTR	Repeat Element	ENSMUST00000070755	1035	chr4:11574219-11574328	SINE	RSINE1
358	chr4:117055947-117055983	+	Eif2b3	ENSMUSG00000028683	NA	protein_coding: Intron	ENSMUST00000106448	-118	chr4:117055681-117055829	SINE	B1_Mur4
359	chr4:118447584-118447620	-	Mpl	ENSMUSG00000006389	SINE	Repeat Element	ENSMUST00000006556	-32	chr4:118447616-118447763	SINE	B1_Mus1
360	chr4:121202764-121202817	-	Rlf	ENSMUSG00000049878	NA	protein_coding: Intron	ENSMUST00000056635	1409	chr4:121201273-121201355	SINE	ID_B1
361	chr4:123618578-123618638	-	Macf1	ENSMUSG00000028649	LTR	Repeat Element	ENSMUST00000097897	852	chr4:123617629-123617726	LINE	L2a
362	chr4:124756202-124756266	+	Inpp5b	ENSMUSG00000028894	NA	protein_coding: Intron	ENSMUST00000094782	-1210	chr4:124754837-124754992	SINE	RSINE1
363	chr4:128729927-128729964	+	Phc2	ENSMUSG00000028796	NA	protein_coding: Intron	ENSMUST00000106079	2548	chr4:128732475-128732514	SINE	B2_Mm2
364	chr4:129824407-129824451	+	Ptp4a2	ENSMUSG00000028788	NA	protein_coding: Intron	ENSMUST00000030578	629	chr4:129825036-129825256	SINE	B3A
365	chr4:130764047-130764114	+	Pum1	ENSMUSG00000028580	NA	protein_coding: Intron	ENSMUST00000030315	-111	chr4:130763849-130763936	SINE	PB1D9
366	chr4:132335912-132335934	-	Rcc1	ENSMUSG00000028896	NA	protein_coding: Intron	ENSMUST00000084250	-176	chr4:132336088-132336234	SINE	B1_Mus1
367	chr4:133142755-133142794	+	Wasf2	ENSMUSG00000028868	NA	protein_coding: Intron	ENSMUST00000084241	40	chr4:133142795-133142938	SINE	B1_Mus1
368	chr4:134135243-134135287	-	Cep85	ENSMUSG00000037443	NA	protein_coding: Intron	ENSMUST00000040271	199	chr4:134134795-134135044	SINE	B4A
369	chr4:138239647-138239709	+	Hp1bp3	ENSMUSG00000028759	NA	protein_coding: Intron	ENSMUST00000030541	-1177	chr4:138238434-138238470	SINE	PB1D9
370	chr4:139353110-139353152	+	Emc1	ENSMUSG00000078517	NA	protein_coding: Intron	ENSMUST00000042096	348	chr4:139353458-139353574	SINE	B2_Mm2
371	chr4:141135004-141135041	-	Szrd1	ENSMUSG00000040842	SINE	Repeat Element	ENSMUST00000102487	-17	chr4:141135021-141135128	SINE	PB1D10
372	chr4:146515057-146515107	+	Zfp981	ENSMUSG00000056300	NA	protein_coding: Intron	ENSMUST00000105735	-393	chr4:146514552-146514664	SINE	B2_Mm1t
373	chr4:149068470-149068504	-	Pex14	ENSMUSG00000028975	NA	protein_coding: Intron	ENSMUST00000103217	-4822	chr4:149073292-149073337	SINE	ID
374	chr4:149356087-149356139	-	Ube4b	ENSMUSG00000028960	SINE	Repeat Element	ENSMUST00000103212	0	chr4:149422021-149422200	SINE	B3
375	chr4:149398310-149398342	-	Ube4b	ENSMUSG00000028960	NA	protein_coding: Intron	ENSMUST00000103212	51	chr4:149398032-149398259	SINE	B4A
376	chr4:151662637-151662688	-	Camta1	ENSMUSG00000014592	NA	protein_coding: Intron	ENSMUST00000169423	-632	chr4:151663269-151663482	SINE	B4A
377	chr4:32829068-32829101	-	Ankrd6	ENSMUSG00000040183	NA	protein_coding: Intron	ENSMUST00000084750	1307	chr4:32827633-32827761	SINE	B1_Mur1
378	chr4:33352971-33352992	+	Rngtt	ENSMUSG00000028274	NA	protein_coding: Intron	ENSMUST00000108153	448	chr4:33353419-33353615	SINE	B2_Mm2
379	chr4:34832905-34832937	-	Zfp292	ENSMUSG00000039967	NA	protein_coding: Intron	ENSMUST00000047950	1508	chr4:34831308-34831397	LINE	Lx8
380	chr4:41272318-41272357	-	Ubap2	ENSMUSG00000028433	NA	protein_coding: Intron	ENSMUST00000030143	1233	chr4:41270941-41271085	SINE	B1_Mur3
381	chr4:48255414-48255473	-	Erp44	ENSMUSG00000028343	NA	protein_coding: Intron	ENSMUST00000030028	-1970	chr4:48257384-48257576	LINE	Lx
382	chr4:53718419-53718458	+	Fktn	ENSMUSG00000028414	SINE	Repeat Element	ENSMUST00000128667	0	chr4:53715202-53715319	SINE	B1F1
383	chr4:5681460-5681499	+	Fam110b	ENSMUSG00000049119	NA	protein_coding: Intron	ENSMUST00000054857	964	chr4:5682424-5682592	SINE	B3A
384	chr4:5771219-5771255	+	Fam110b	ENSMUSG00000049119	NA	protein_coding: Intron	ENSMUST00000054857	-3639	chr4:5766885-5767580	LINE	L1_Mus1
385	chr4:82436115-82436176	-	Nfib	ENSMUSG00000008575	NA	protein_coding: Intron	ENSMUST00000050872	-2521	chr4:82438636-82438772	SINE	B1_Mus1
386	chr4:8598306-8598356	+	Rab2a	ENSMUSG00000047187	NA	protein_coding: Intron	ENSMUST00000060232	95	chr4:8598401-8598462	SINE	MIR
387	chr4:98397839-98397878	+	Patj	ENSMUSG00000061859	NA	protein_coding: Intron	ENSMUST00000041284	1259	chr4:98399098-98399240	SINE	B1_Mur1
388	chr4:98763435-98763472	-	Kank4	ENSMUSG00000035407	SINE	Repeat Element	ENSMUST00000102790	-33	chr4:98763468-98763616	SINE	B1_Mus1
389	chr4:98939018-98939053	-	Dock7	ENSMUSG00000028556	SINE	Repeat Element	ENSMUST00000205650	-30	chr4:98939048-98939195	SINE	B1_Mus2
390	chr5:103112024-103112072	-	Mapk10	ENSMUSG00000046709	LTR	Repeat Element	ENSMUST00000170792	-2346	chr5:103114370-103114448	LINE	Lx6
391	chr5:104461619-104461658	+	Pkd2	ENSMUSG00000034462	NA	protein_coding: Intron	ENSMUST00000086831	-230	chr5:104461180-104461389	SINE	MIRb
392	chr5:110292906-110292961	+	Pole	ENSMUSG00000007080	NA	protein_coding: Intron	ENSMUST00000007296	581	chr5:110293487-110293619	SINE	RSINE1
393	chr5:110300988-110301049	+	Pole	ENSMUSG00000007080	NA	protein_coding: Intron	ENSMUST00000007296	2125	chr5:110303113-110303261	SINE	B1_Mus1
394	chr5:110380766-110380800	-	Fbrsl1	ENSMUSG00000043323	SINE	Repeat Element	ENSMUST00000069483	0	chr5:110365412-110365547	SINE	B1_Mus2
395	chr5:110430755-110430813	-	Fbrsl1	ENSMUSG00000043323	NA	protein_coding: Intron	NA	NA	NA	NA	NA
396	chr5:110834237-110834278	-	Hscb	ENSMUSG00000043510	SINE	Repeat Element	ENSMUST00000056937	-8	chr5:110834245-110834308	SINE	B1_Mm
397	chr5:113857685-113857742	-	Coro1c	ENSMUSG00000004530	NA	protein_coding: Intron	ENSMUST00000004646	2653	chr5:113854890-113855032	SINE	B2_Mm2
398	chr5:118619141-118619206	+	Med13l	ENSMUSG00000018076	NA	protein_coding: Intron	ENSMUST00000100816	-732	chr5:118618203-118618409	LINE	L1MD1
399	chr5:121637949-121637974	-	Acad10	ENSMUSG00000029456	SINE	Repeat Element	ENSMUST00000111770	0	chr5:121624494-121624617	SINE	RSINE1
400	chr5:121745970-121746022	+	Atxn2	ENSMUSG00000042605	NA	protein_coding: Intron	ENSMUST00000051950	-2030	chr5:121743738-121743940	SINE	B3
401	chr5:122801891-122801926	-	Anapc5	ENSMUSG00000029472	NA	protein_coding: Intron	ENSMUST00000200645	-1433	chr5:122803324-122803472	SINE	B1_Mus1
402	chr5:123364102-123364157	+	Bcl7a	ENSMUSG00000029438	SINE	Repeat Element	ENSMUST00000031391	0	chr5:123346722-123346878	SINE	MIRc
403	chr5:124415859-124415898	-	Sbno1	ENSMUSG00000038095	SINE	Repeat Element	ENSMUST00000065263	-27	chr5:124415886-124416033	SINE	B1_Mus2
404	chr5:124594104-124594141	+	Gtf2h3	ENSMUSG00000029387	NA	protein_coding: Intron	ENSMUST00000031333	-794	chr5:124593152-124593310	SINE	RSINE1
405	chr5:135201874-135201905	+	Baz1b	ENSMUSG00000002748	NA	protein_coding: Intron	ENSMUST00000002825	-139	chr5:135201570-135201735	LINE	L1M5
406	chr5:137296996-137297059	-	Srrt	ENSMUSG00000037364	NA	protein_coding: Intron	ENSMUST00000040873	-6214	chr5:137303210-137303341	SINE	ID_B1
407	chr5:138984341-138984386	-	Pdgfa	ENSMUSG00000025856	NA	protein_coding: Intron	ENSMUST00000076095	-3427	chr5:138987768-138987857	SINE	MIR3
408	chr5:140253361-140253386	-	Mad1l1	ENSMUSG00000029554	NA	protein_coding: Intron	ENSMUST00000031534	-1913	chr5:140255274-140255359	SINE	MIR
409	chr5:142448526-142448562	+	Foxk1	ENSMUSG00000056493	NA	protein_coding: Intron	ENSMUST00000072837	-1022	chr5:142447434-142447504	LINE	L3
410	chr5:142650527-142650573	+	Wipi2	ENSMUSG00000029578	NA	protein_coding: Intron	ENSMUST00000036872	-259	chr5:142650130-142650268	SINE	B4A
411	chr5:144180415-144180459	+	Lmtk2	ENSMUSG00000038970	NA	protein_coding: Intron	ENSMUST00000041804	-146	chr5:144180196-144180269	SINE	ID4
412	chr5:144964807-144964845	-	Smurf1	ENSMUSG00000038780	NA	protein_coding: Intron	ENSMUST00000085684	2091	chr5:144962502-144962716	SINE	B4A
413	chr5:145235301-145235353	+	Zfp655	ENSMUSG00000007812	NA	protein_coding: Intron	ENSMUST00000167316	-1972	chr5:145233193-145233329	SINE	B1_Mur3
414	chr5:147098157-147098190	+	Polr1d	ENSMUSG00000029642	NA	protein_coding: Intron	ENSMUST00000110557	1049	chr5:147099206-147099317	SINE	RSINE1
415	chr5:20916828-20916886	-	Rsbn1l	ENSMUSG00000039968	NA	protein_coding: Intron	ENSMUST00000036489	1143	chr5:20915500-20915685	SINE	B2_Mm2
416	chr5:23615376-23615413	-	Srpk2	ENSMUSG00000062604	NA	protein_coding: Intron	ENSMUST00000088392	8298	chr5:23606921-23607078	SINE	B3A
417	chr5:25446999-25447053	-	Kmt2c	ENSMUSG00000038056	NA	protein_coding: Intron	ENSMUST00000045291	-2457	chr5:25449456-25449668	SINE	B3
418	chr5:27778154-27778191	-	Paxip1	ENSMUSG00000002221	NA	protein_coding: Intron	ENSMUST00000002291	-1184	chr5:27779338-27779404	LINE	L3
419	chr5:28405856-28405919	+	Rbm33	ENSMUSG00000048271	NA	protein_coding: Intron	ENSMUST00000114884	-287	chr5:28405451-28405569	SINE	PB1D9
420	chr5:31195209-31195250	+	Snx17	ENSMUSG00000029146	NA	protein_coding: Intron	ENSMUST00000031029	-706	chr5:31194372-31194503	SINE	MIR3
421	chr5:33605151-33605189	-	Fam53a	ENSMUSG00000037339	NA	protein_coding: Intron	ENSMUST00000065119	1948	chr5:33603068-33603203	SINE	B1_Mur2
422	chr5:34387005-34387038	+	Fam193a	ENSMUSG00000037210	NA	protein_coding: Intron	ENSMUST00000180376	909	chr5:34387914-34388043	SINE	B1_Mus1
423	chr5:45856004-45856057	-	Lcorl	ENSMUSG00000015882	NA	protein_coding: Intron	ENSMUST00000238522	10726	chr5:45845130-45845278	SINE	B1_Mur1
424	chr5:52794213-52794268	+	Zcchc4	ENSMUSG00000029179	NA	protein_coding: Intron	ENSMUST00000113904	-1215	chr5:52792745-52792998	LINE	L1MB7
425	chr5:69254198-69254261	-	Kctd8	ENSMUSG00000037653	NA	protein_coding: Intron	ENSMUST00000054095	-1259	chr5:69255457-69255480	SINE	B2_Mm2
426	chr5:73218314-73218360	-	Fryl	ENSMUSG00000070733	NA	protein_coding: Intron	ENSMUST00000101127	959	chr5:73217258-73217355	SINE	B1F
427	chr5:74306966-74307018	-	Scfd2	ENSMUSG00000062110	NA	protein_coding: Intron	ENSMUST00000113542	339	chr5:74306455-74306627	SINE	B2_Mm2
428	chr5:75018119-75018160	-	Chic2	ENSMUSG00000029229	SINE	Repeat Element	ENSMUST00000075452	-13	chr5:75018132-75018240	SINE	B3
429	chr5:76301804-76301843	-	Clock	ENSMUSG00000029238	NA	protein_coding: Intron	ENSMUST00000075159	9668	chr5:76291935-76292136	SINE	B2_Mm2
430	chr5:76592426-76592469	+	Cep135	ENSMUSG00000036403	NA	protein_coding: Intron	ENSMUST00000121979	-2101	chr5:76590200-76590325	SINE	B1F2
431	chr5:76927761-76927800	-	Ppat	ENSMUSG00000029246	SINE	Repeat Element	ENSMUST00000140076	0	chr5:76914671-76914740	SINE	PB1D10
432	chr5:8398930-8398963	-	Dbf4	ENSMUSG00000002297	NA	protein_coding: Intron	ENSMUST00000171808	-1732	chr5:8400662-8400809	SINE	B1_Mus1
433	chr5:86169833-86169895	-	Uba6	ENSMUSG00000035898	LTR	Repeat Element	ENSMUST00000039373	735	chr5:86168937-86169098	SINE	RSINE1
434	chr5:86817508-86817573	+	Ythdc1	ENSMUSG00000035851	NA	protein_coding: Intron	ENSMUST00000120498	-1266	chr5:86816060-86816242	SINE	B2_Mm2
435	chr5:86829250-86829285	+	Ythdc1	ENSMUSG00000035851	NA	protein_coding: Intron	ENSMUST00000120498	-2226	chr5:86826874-86827024	SINE	B1_Mus2
436	chr6:120018643-120018682	-	Wnk1	ENSMUSG00000045962	NA	protein_coding: Intron	ENSMUST00000060043	1360	chr6:120017240-120017283	SINE	ID_B1
437	chr6:120392180-120392224	+	Kdm5a	ENSMUSG00000030180	NA	protein_coding: Intron	ENSMUST00000005108	-1767	chr6:120390365-120390413	SINE	B3A
438	chr6:120667772-120667810	+	Cecr2	ENSMUSG00000071226	NA	protein_coding: Intron	ENSMUST00000112686	3850	chr6:120671622-120671793	SINE	B2_Mm2
439	chr6:125147344-125147389	+	Iffo1	ENSMUSG00000038271	NA	protein_coding: Intron	ENSMUST00000119527	-1038	chr6:125146233-125146306	SINE	B2_Mm2
440	chr6:140491237-140491282	+	Plekha5	ENSMUSG00000030231	NA	protein_coding: Intron	ENSMUST00000087622	-557	chr6:140490627-140490680	SINE	B3A
441	chr6:143093958-143093993	-	C2cd5	ENSMUSG00000030279	NA	protein_coding: Intron	ENSMUST00000171349	-432	chr6:143094390-143094540	LINE	Lx2B
442	chr6:148774162-148774219	-	Ipo8	ENSMUSG00000040029	NA	protein_coding: Intron	ENSMUST00000048418	348	chr6:148773656-148773814	SINE	B3A
443	chr6:33350813-33350863	+	Exoc4	ENSMUSG00000029763	LINE	Repeat Element	ENSMUST00000052266	0	chr6:33292125-33292696	LINE	L1Md_T
444	chr6:33402689-33402726	+	Exoc4	ENSMUSG00000029763	NA	protein_coding: Intron	ENSMUST00000052266	-146	chr6:33402455-33402543	LINE	L2a
445	chr6:37533782-37533804	+	Akr1d1	ENSMUSG00000038641	SINE	Repeat Element	ENSMUST00000040987	0	chr6:37531068-37531134	SINE	B4
446	chr6:43650545-43650600	-	Tpk1	ENSMUSG00000029735	NA	protein_coding: Intron	ENSMUST00000067888	-7429	chr6:43657974-43658040	SINE	B3A
447	chr6:4919548-4919581	+	Ppp1r9a	ENSMUSG00000032827	NA	protein_coding: Intron	ENSMUST00000035813	676	chr6:4920224-4920357	SINE	ID_B1
448	chr6:52604666-52604727	-	Hibadh	ENSMUSG00000029776	NA	protein_coding: Intron	ENSMUST00000031788	-442	chr6:52605108-52605244	LINE	L1MA10
449	chr6:55050791-55050850	+	Gars	ENSMUSG00000029777	NA	protein_coding: Intron	ENSMUST00000003572	-33	chr6:55050623-55050758	SINE	RSINE1
450	chr6:55054497-55054526	+	Gars	ENSMUSG00000029777	NA	protein_coding: Intron	ENSMUST00000003572	-1685	chr6:55052616-55052812	SINE	B2_Mm2
451	chr6:61906388-61906433	+	Ccser1	ENSMUSG00000039578	SINE	Repeat Element	ENSMUST00000126214	0	chr6:61184955-61185120	SINE	B3A
452	chr6:72769574-72769616	-	Tcf7l1	ENSMUSG00000055799	NA	protein_coding: Intron	ENSMUST00000069536	-388	chr6:72769962-72770091	LINE	L2b
453	chr7:101113344-101113386	+	Fchsd2	ENSMUSG00000030691	SINE	Repeat Element	ENSMUST00000098250	0	chr7:101111055-101111196	SINE	B1_Mus2
454	chr7:107425539-107425602	+	Syt9	ENSMUSG00000062542	NA	protein_coding: Intron	ENSMUST00000073459	407	chr7:107425946-107426120	SINE	MIR
455	chr7:109957225-109957264	-	Dennd5a	ENSMUSG00000035901	SINE	Repeat Element	ENSMUST00000080437	0	chr7:109895232-109895380	SINE	B3
456	chr7:118826109-118826152	+	Vps35l	ENSMUSG00000030982	NA	protein_coding: Intron	NA	NA	NA	NA	NA
457	chr7:125667917-125667972	-	Gtf3c1	ENSMUSG00000032777	NA	protein_coding: Intron	ENSMUST00000055506	94	chr7:125667631-125667823	SINE	B2_Mm2
458	chr7:126135228-126135284	-	Xpo6	ENSMUSG00000000131	NA	protein_coding: Intron	ENSMUST00000168189	885	chr7:126134133-126134343	SINE	B3
459	chr7:130472461-130472500	-	Ate1,Fgfr2	ENSMUSG00000030849,ENSMUSG00000030850	NA	protein_coding: Intron	ENSMUST00000033139	-1946	chr7:130474407-130474737	LINE	L1M5
460	chr7:133014567-133014602	-	Ctbp2,Fgfr2	ENSMUSG00000030849,ENSMUSG00000030970	NA	protein_coding: Intron	ENSMUST00000033269	5950	chr7:133008497-133008617	SINE	PB1D9
461	chr7:133029256-133029300	-	Ctbp2,Fgfr2	ENSMUSG00000030849,ENSMUSG00000030970	NA	protein_coding: Intron	ENSMUST00000033269	-9169	chr7:133038425-133038588	SINE	ID_B1
462	chr7:133646093-133646130	+	Edrf1	ENSMUSG00000039990	SINE	Repeat Element	ENSMUST00000128901	0	chr7:133641484-133641757	SINE	B4A
463	chr7:136915302-136915354	+	Mgmt	ENSMUSG00000054612	NA	protein_coding: Intron	ENSMUST00000081510	3189	chr7:136918491-136918629	SINE	B1_Mur4
464	chr7:138361076-138361121	-	Tcerg1l	ENSMUSG00000091002	NA	protein_coding: Intron	ENSMUST00000160436	-2012	chr7:138363088-138363689	LINE	L1MC2
465	chr7:16357788-16357827	-	Sae1	ENSMUSG00000052833	NA	protein_coding: Intron	ENSMUST00000094815	-223	chr7:16358011-16358141	SINE	PB1D11
466	chr7:16611135-16611173	-	Arhgap35	ENSMUSG00000058230	NA	protein_coding: Intron	ENSMUST00000171937	2440	chr7:16608557-16608695	SINE	ID_B1
467	chr7:29149412-29149456	+	Rasgrp4	ENSMUSG00000030589	SINE	Repeat Element	ENSMUST00000159975	30	chr7:29149442-29149535	SINE	ID_B1
468	chr7:29493533-29493565	-	Sipa1l3	ENSMUSG00000030583	NA	protein_coding: Intron	ENSMUST00000183096	817	chr7:29492591-29492716	SINE	B1F
469	chr7:30953326-30953365	-	Usf2	ENSMUSG00000058239	NA	protein_coding: Intron	ENSMUST00000058860	-1536	chr7:30954862-30954931	SINE	ID4_
470	chr7:34214543-34214592	-	Gpi1	ENSMUSG00000036427	NA	protein_coding: Intron	ENSMUST00000038027	467	chr7:34213945-34214076	SINE	B1F1
471	chr7:35310674-35310725	-	Gpatch1	ENSMUSG00000063808	SINE	Repeat Element	ENSMUST00000079693	-47	chr7:35310721-35310872	SINE	B1_Mus2
472	chr7:46595387-46595429	-	Sergef	ENSMUSG00000030839	NA	protein_coding: Intron	ENSMUST00000033127	-202	chr7:46595589-46595681	SINE	MIRb
473	chr7:4959995-4960059	-	Sbk2	ENSMUSG00000030433	SINE	Repeat Element	ENSMUST00000182214	0	chr7:4959343-4959464	SINE	ID_B1
474	chr7:5028847-5028888	+	Gm44973,Zfp865	ENSMUSG00000074405,ENSMUSG00000109129	NA	protein_coding: Intron	ENSMUST00000076251	-343	chr7:5028361-5028504	SINE	B1_Mur4
475	chr7:67956092-67956138	+	Igf1r	ENSMUSG00000005533	LINE	Repeat Element	ENSMUST00000005671	0	chr7:67955827-67955997	LINE	L1MB7
476	chr7:68118915-68118957	+	Igf1r	ENSMUSG00000005533	SINE	Repeat Element	ENSMUST00000005671	0	chr7:67955827-67955997	LINE	L1MB7
477	chr7:78896286-78896338	+	Aen	ENSMUSG00000030609	NA	protein_coding: Intron	ENSMUST00000107421	8845	chr7:78905131-78905204	SINE	PB1D7
478	chr7:80061504-80061560	+	Zfp710	ENSMUSG00000048897	NA	protein_coding: Intron	ENSMUST00000049680	-49	chr7:80061269-80061455	SINE	B3
479	chr7:99973264-99973315	-	Rnf169	ENSMUSG00000058761	NA	protein_coding: Intron	ENSMUST00000080817	301	chr7:99972923-99972963	LINE	L1MEi
480	chr8:109814411-109814467	+	Ap1g1	ENSMUSG00000031731	NA	protein_coding: Intron	ENSMUST00000093157	-14	chr8:109814204-109814397	SINE	B3
481	chr8:10999834-10999873	-	Irs2	ENSMUSG00000038894	NA	protein_coding: Intron	ENSMUST00000040514	-977	chr8:11000811-11000924	LINE	L1MEg
482	chr8:11629347-11629388	-	Ankrd10	ENSMUSG00000031508	NA	protein_coding: Intron	NA	NA	NA	NA	NA
483	chr8:117171519-117171556	+	Gan	ENSMUSG00000052557	NA	protein_coding: Intron	ENSMUST00000064488	1593	chr8:117173112-117173447	LINE	L1MC4a
484	chr8:121842009-121842074	+	Gm20388	ENSMUSG00000092329	NA	protein_coding: Intron	ENSMUST00000127664	-186	chr8:121841673-121841823	SINE	B1_Mur4
485	chr8:122607104-122607158	-	Galns	ENSMUSG00000015027	SINE	Repeat Element	ENSMUST00000015171	-50	chr8:122607154-122607301	SINE	B1_Mm
486	chr8:122668393-122668543	-	Cbfa2t3	ENSMUSG00000006362	LTR	Repeat Element	ENSMUST00000127984	715	chr8:122667545-122667678	SINE	B1F
487	chr8:122965513-122965539	+	Gm20388	ENSMUSG00000092329	LTR	Repeat Element	ENSMUST00000127664	-108	chr8:122965258-122965405	SINE	B1_Mm
488	chr8:123093175-123093220	+	Gm20388,Spg7	ENSMUSG00000000738,ENSMUSG00000092329	SINE	Repeat Element	ENSMUST00000125975	0	chr8:123063506-123063709	SINE	B3
489	chr8:123913584-123913632	-	Nup133	ENSMUSG00000039509	LTR	Repeat Element	ENSMUST00000044795	-312	chr8:123913896-123914031	SINE	B1_Mus1
490	chr8:124312867-124312908	+	Galnt2,Gm20388	ENSMUSG00000089704,ENSMUSG00000092329	NA	protein_coding: Intron	ENSMUST00000034458	3020	chr8:124315887-124316035	SINE	B3A
491	chr8:127278559-127278600	+	Pard3	ENSMUSG00000025812	NA	protein_coding: Intron	ENSMUST00000160272	619	chr8:127279178-127279335	SINE	RSINE1
492	chr8:127452790-127452826	+	Pard3	ENSMUSG00000025812	NA	protein_coding: Intron	ENSMUST00000160272	-1701	chr8:127450925-127451089	LINE	Lx10
493	chr8:128846280-128846322	-	Ccdc7a	ENSMUSG00000025808	LINE	Repeat Element	ENSMUST00000214889	-8	chr8:128846288-128846414	LINE	L1Md_F3
494	chr8:13349536-13349586	+	Tfdp1	ENSMUSG00000038482	NA	protein_coding: Intron	ENSMUST00000170909	-3845	chr8:13345476-13345691	SINE	B3
495	chr8:13356465-13356522	+	Tfdp1	ENSMUSG00000038482	NA	protein_coding: Intron	ENSMUST00000170909	5493	chr8:13361958-13362154	SINE	B3
496	chr8:14890618-14890657	+	Cln8	ENSMUSG00000026317	NA	protein_coding: Intron	ENSMUST00000027554	8657	chr8:14899275-14899354	SINE	ID4
497	chr8:18628170-18628210	+	Mcph1	ENSMUSG00000039842	NA	protein_coding: Intron	ENSMUST00000039412	250	chr8:18628420-18628552	SINE	ID_B1
498	chr8:23435306-23435348	+	Sfrp1	ENSMUSG00000031548	NA	protein_coding: Intron	ENSMUST00000033952	-921	chr8:23434270-23434385	SINE	MIR
499	chr8:26076522-26076560	-	Hook3	ENSMUSG00000037234	SINE	Repeat Element	ENSMUST00000037182	-38	chr8:26076560-26076621	SINE	B1_Mm
500	chr8:33834877-33834915	-	Rbpms	ENSMUSG00000031586	NA	protein_coding: Intron	ENSMUST00000033995	2281	chr8:33832557-33832596	SINE	ID_B1
501	chr8:3401893-3401933	+	Arhgef18	ENSMUSG00000004568	LTR	Repeat Element	ENSMUST00000004684	113	chr8:3402006-3402149	SINE	B1_Mus2
502	chr8:45016665-45016727	+	Fat1	ENSMUSG00000070047	NA	protein_coding: Intron	ENSMUST00000191428	3927	chr8:45020592-45020712	SINE	B1F1
503	chr8:68651361-68651418	-	Csgalnact1	ENSMUSG00000036356	LTR	Repeat Element	ENSMUST00000078350	2885	chr8:68648326-68648476	SINE	MIR
504	chr8:68825768-68825820	+	Ints10	ENSMUSG00000031864	NA	protein_coding: Intron	ENSMUST00000034328	-5464	chr8:68820100-68820304	SINE	ID_B1
