ID	strand	Average MAPQ	Counts_Unique	Counts_Multimappers_All	Counts_Multimappers_Scaled	Counts_Multimappers_BestMapping	Multimaped Reads %	Control:Counts_Unique	Control:Counts_Multimappers_All	Control:Counts_Multimappers_Scaled	Control:Counts_Multimappers_BestMapping	Same Strand: Host_gene_name	Same Strand: Host_gene_ensembl_id	Same Strand: RNA_type	Same Strand: Repeat_Type	Same Strand: Intron Exon	Same Strand: RNA_type_Classification	Same Strand: ncRNA_Classification	Opposite Strand: Host_gene_name	Opposite Strand: Host_gene_ensembl_id	Opposite Strand: RNA_type	Opposite Strand: Repeat_Type	Opposite Strand: Intron Exon	Opposite Strand: RNA_type_Classification	Opposite Strand: ncRNA_Classification	Both Strand: RNA_type_Classification	MM_number	MM_Alt_Peaktype	MM_Same_Peaktype	MM_biotype	MM_Prec_Alt_Peaktype	MM_Alt_Alignments	iCount_peak
chr18:54699059-54699377	-		41	745	181.38	171	94.496644295302	0	22	4.08	1	LSU-rRNA_Hsa		rRNA			ncRNA	rRNA						no Feature	rRNA	ncRNA	1325	130	1195	rRNA, Repeat Element	9.81132075471698	BK000964.3:10841-11493_rRNA, BK000964.3:11667-11997_rRNA, chr1:113903985-113904277_Repeat Element, chr1:191120925-191121178_rRNA, chr1:46075935-46076184_Repeat Element, chr12:80441372-80441523_rRNA, chr13:112578153-112578359_rRNA, chr13:112578633-112578738_rRNA, chr14:56693995-56694187_rRNA, chr17:24665939-24666151_rRNA, chr17:7952220-7952394_rRNA, chr17:81838286-81838576_rRNA, chr19:22851928-22852172_rRNA, chr2:5379050-5379374_rRNA, chr3:121249781-121250021_rRNA, chr3:5860521-5860812_rRNA, chr4:45346415-45346703_rRNA, chr4:72027987-72028116_rRNA, chr7:120754000-120754247_rRNA, chrX:116287108-116287381_rRNA	0
chr18:54823583-54823648	+		27	32	29.08	29	15.625	0	0	0	0				Simple_repeat		Repeat Element		Gm33732	ENSMUSG00000118120	lncRNA			lncRNA		Repeat Element							0
chr18:55077391-55077432	-		8	44	19.7	24	81.8181818181818	1	2	1.33	1						no Feature		Gm4221	ENSMUSG00000096948	lncRNA			lncRNA		Antisense Feature							0
chr18:55415376-55415425	+		7	17	7.01	7	58.8235294117647	0	0	0	0				Simple_repeat		Repeat Element					LTR		Repeat Element		Repeat Element							0
chr18:55519401-55519438	-		6	6	6	6	0	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:56380282-56380335	-		7	34	7.98	8	79.4117647058823	0	1	0.02	0						no Feature					LINE,Simple_repeat		Repeat Element		Antisense Feature							0
chr18:56676941-56677015	-		27	28	27.1	27	3.57142857142857	0	0	0	0				SINE		Repeat Element					LTR,Simple_repeat		Repeat Element		Repeat Element							0
chr18:56929220-56929261	+		7	7	7	7	0	0	0	0	0						no Feature					LTR		Repeat Element		Antisense Feature							0
chr18:5758330-5758379	-		6	7	6.5	7	14.2857142857143	0	0	0	0						no Feature		Zeb1	ENSMUSG00000024238	protein_coding	LINE,Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr18:57642661-57642696	+		8	9	8.5	9	11.1111111111111	0	0	0	0	Ccdc192	ENSMUSG00000058925	protein_coding	LINE	intron	Repeat Element					SINE		Repeat Element		Repeat Element							0
chr18:58051565-58051641	-		6	6	6	6	0	0	0	0	0	Fbn2	ENSMUSG00000024598	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:58905799-58905848	+		7	10	7.11	7	30	0	0	0	0	Adamts19	ENSMUSG00000053441	protein_coding	Low_complexity	intron	Repeat Element							no Feature		Repeat Element							0
chr18:59436165-59436215	+		5	39	7.2	9	87.1794871794872	0	0	0	0				Satellite		Repeat Element							no Feature		Repeat Element							0
chr18:60133639-60133675	+		24	27	24.95	25	11.1111111111111	1	1	1	1	HY1		yRNA			ncRNA	yRNA						no Feature	yRNA	ncRNA	1	0	1	yRNA	0	chr19:17393606-17393647_yRNA	1
chr18:60974074-60974124	+		5	12	5.2	5	58.3333333333333	0	0	0	0	Camk2a	ENSMUSG00000024617	protein_coding	Simple_repeat	intron	Repeat Element					SINE		Repeat Element		Repeat Element							0
chr18:61075928-61075970	+		7	7	7	7	0	0	0	0	0	Pdgfrb	ENSMUSG00000024620	protein_coding		intron	protein_coding: Intron					LINE		Repeat Element		Antisense Feature							0
chr18:6115693-6115730	-		5	6	5.1	5	16.6666666666667	0	0	0	0	Arhgap12	ENSMUSG00000041225	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:61627919-61627953	-		8	13	9.43	8	38.4615384615385	0	0	0	0						no Feature					SINE		Repeat Element		Antisense Feature							0
chr18:61942431-61942489	-		5	13	7.21	8	61.5384615384615	0	0	0	0				SINE		Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr18:62064796-62064840	-		5	7	5.04	5	28.5714285714286	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:62806469-62806529	+		11	16	12.67	14	31.25	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr18:63842697-63842731	-		5	8	6.33	6	37.5	0	0	0	0						no Feature		Wdr7	ENSMUSG00000040560	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr18:64230003-64230041	-		5	7	5.15	5	28.5714285714286	0	0	0	0	St8sia3os	ENSMUSG00000086128	lncRNA			lncRNA					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:64781813-64781925	+		6	14	6	6	57.1428571428571	0	0	0	0				Simple_repeat		Repeat Element					LTR		Repeat Element		Repeat Element							0
chr18:64909163-64909199	+		22	22	22	22	0	1	1	1	1	Nedd4l	ENSMUSG00000024589	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							1
chr18:6495338-6495399	-		5	6	5.09	5	16.6666666666667	0	0	0	0	Epc1	ENSMUSG00000024240	protein_coding	SINE	intron	Repeat Element		Gm28529	ENSMUSG00000101320	lncRNA	Simple_repeat		Repeat Element		Repeat Element							0
chr18:65272180-65272231	-		7	12	9	8	41.6666666666667	0	0	0	0	Alpk2	ENSMUSG00000032845	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:6529488-6529547	+		29	44	29.6	29	34.0909090909091	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr18:65626120-65626172	+		10	10	10	10	0	0	0	0	0	Zfp532	ENSMUSG00000042439	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							0
chr18:65921938-65921992	+		6	9	6.5	7	33.3333333333333	0	0	0	0	Gm50118	ENSMUSG00000117846	pseudogene	Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr18:66406649-66406705	-		5	14	6.99	7	64.2857142857143	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:66672106-66672169	+		97	97	97	97	0	3	3	3	3						no Feature		Gm30190	ENSMUSG00000117750	lncRNA			lncRNA		Antisense Feature							1
chr18:67588144-67588182	+		5	6	5.09	5	16.6666666666667	0	0	0	0				Simple_repeat		Repeat Element		Spire1	ENSMUSG00000024533	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr18:67620373-67620416	+		5	10	5.65	5	50	0	0	0	0				Low_complexity		Repeat Element		Cep76	ENSMUSG00000073542	protein_coding	SINE	intron	Repeat Element		Repeat Element							0
chr18:67678903-67678941	+		10	14	11.67	12	28.5714285714286	0	0	0	0				SINE,Low_complexity		Repeat Element		Ptpn2	ENSMUSG00000024539	protein_coding	SINE	intron	Repeat Element		Repeat Element							0
chr18:67945506-67945550	+		42	42	42	42	0	2	2	2	2	Ldlrad4	ENSMUSG00000024544	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							0
chr18:68046962-68047021	-		7	8	7.5	8	12.5	0	0	0	0						no Feature		Ldlrad4	ENSMUSG00000024544	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr18:68795249-68795307	+		7	8	7	7	12.5	0	0	0	0				Simple_repeat		Repeat Element		Gm50260	ENSMUSG00000118102	lncRNA	SINE		Repeat Element		Repeat Element							0
chr18:68917548-68917591	+		6	70	7.03	8	91.4285714285714	0	0	0	0				Simple_repeat		Repeat Element		4930546C10Rik	ENSMUSG00000024546	lncRNA			lncRNA		Repeat Element							1
chr18:68970794-68970852	+		19	22	20	19	13.6363636363636	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr18:69049905-69049945	-		5	5	5	5	0	0	0	0	0				LTR		Repeat Element							no Feature		Repeat Element							0
chr18:69365335-69365373	-		5	5	5	5	0	0	0	0	0						no Feature		Tcf4	ENSMUSG00000053477	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr18:69571719-69571770	-		9	15	9.5	9	40	0	0	0	0						no Feature		Tcf4	ENSMUSG00000053477	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr18:69777940-69778045	-		57	107	77.6	74	46.7289719626168	1	2	1.5	1	Gm22508,HY1	ENSMUSG00000064706	yRNA	LTR		ncRNA	yRNA						no Feature	yRNA	ncRNA	18	0	18	yRNA	0	chr1:141314355-141314387_yRNA, chr17:76111201-76111304_yRNA, chr6:122623545-122623629_yRNA, chr6:47788063-47788187_yRNA, chr7:25868944-25869051_yRNA	1
chr18:7030137-7030265	+		13	26	15.46	16	50	0	1	0.2	0				LINE		Repeat Element							no Feature		Repeat Element							0
chr18:7187700-7187745	+		10	13	11.5	11	23.0769230769231	0	0	0	0						no Feature		Armc4	ENSMUSG00000061802	protein_coding	LINE | SINE	intron	Repeat Element		Antisense Feature							0
chr18:71996534-71996591	+		8	12	9.64	10	33.3333333333333	0	0	0	0				Simple_repeat		Repeat Element		Dcc	ENSMUSG00000060534	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr18:72786746-72786811	-		5	6	5	5	16.6666666666667	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:73372205-73372270	-		14	28	17.79	16	50	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:73547727-73547760	+		5	6	5.5	5	16.6666666666667	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr18:73575930-73575973	+		46	47	46.5	47	2.12765957446809	1	1	1	1	Mex3c	ENSMUSG00000037253	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr18:73611587-73611618	+		33	33	33	33	0	1	1	1	1	Gm26438,HY1	ENSMUSG00000064527	yRNA			ncRNA	yRNA						no Feature	yRNA	ncRNA							1
chr18:73634603-73634665	-		14	18	15.83	15	22.2222222222222	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:73688302-73688339	-		66	66	66	66	0	2	2	2	2	Smad4	ENSMUSG00000024515	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr18:7379005-7379036	-		34	34	34	34	0	1	1	1	1	Mpp7	ENSMUSG00000057440	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							0
chr18:73894126-73894184	-		6	14	8.08	8	57.1428571428571	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:7452021-7452065	-		7	21	7.8	8	66.6666666666667	0	0	0	0	Mpp7	ENSMUSG00000057440	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:75009715-75009758	+		72	72	72	72	0	2	2	2	2	BC031181	ENSMUSG00000036299	protein_coding		exon	protein_coding: exon							no Feature		protein_coding: exon							1
chr18:76348447-76348496	-		7	12	7.48	7	41.6666666666667	0	0	0	0				LINE,LTR		Repeat Element							no Feature		Repeat Element							0
chr18:77082147-77082187	-		8	9	8.5	9	11.1111111111111	0	0	0	0				LINE		Repeat Element		Pias2	ENSMUSG00000025423	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr18:77457443-77457501	-		24	34	27.67	29	29.4117647058824	0	0	0	0	Rnf165	ENSMUSG00000025427	protein_coding		exon	protein_coding: exon					Simple_repeat		Repeat Element		protein_coding: exon							0
chr18:77484681-77484722	+		5	6	5.25	5	16.6666666666667	0	0	0	0				Simple_repeat		Repeat Element		Rnf165	ENSMUSG00000025427	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr18:77615982-77616038	+		11	14	11.33	11	21.4285714285714	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr18:78896363-78896405	-		5	17	5.56	6	70.5882352941177	0	0	0	0	Setbp1	ENSMUSG00000024548	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:7985790-7985818	-		8	9	8.08	8	11.1111111111111	0	0	0	0	tRNA-Ile-ATT		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA							0
chr18:79929833-79929874	-		5	6	5.03	5	16.6666666666667	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:80301205-80301299	-		5	11	5.84	6	54.5454545454545	0	0	0	0	Kcng2	ENSMUSG00000059852	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:82072651-82072688	-		10	11	10.25	11	9.09090909090909	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:82089890-82089943	-		14	15	14.33	15	6.66666666666667	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:82598583-82598628	-		40	40	40	40	0	2	2	2	2	Zfp236	ENSMUSG00000041258	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							0
chr18:82660693-82660735	-		13	16	13.72	14	18.75	0	0	0	0	Zfp236	ENSMUSG00000041258	protein_coding	SINE	intron	Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr18:84020033-84020088	-		6	9	6.01	6	33.3333333333333	0	0	0	0	Tshz1	ENSMUSG00000046982	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:84828169-84828212	-		6	13	8.85	8	53.8461538461538	0	0	0	0	Gm17266	ENSMUSG00000117781	protein_coding	SINE	intron	Repeat Element					Low_complexity		Repeat Element		Repeat Element							0
chr18:8631411-8631457	+		7	20	9.25	8	65	0	0	0	0				Satellite		Repeat Element							no Feature		Repeat Element							0
chr18:88381237-88381282	-		6	7	6.12	6	14.2857142857143	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:88985098-88985153	+		43	46	44.5	44	6.52173913043478	1	1	1	1	Rttn	ENSMUSG00000023066	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr18:89315452-89315493	+		7	156	40.29	37	95.5128205128205	0	7	1.9	1	tRNA-Phe-TTY		tRNA			ncRNA	tRNA	Dok6	ENSMUSG00000073514	protein_coding	LTR	intron	Repeat Element	tRNA	ncRNA	187	0	187	tRNA	0	chr1:71870101-71870137_tRNA, chr10:117015212-117015250_tRNA, chr10:80248961-80248999_tRNA, chr13:21161442-21161479_tRNA, chr18:26787187-26787226_tRNA, chr19:12008582-12008620_tRNA, chr5:125406050-125406090_tRNA, chr6:39324603-39324641_tRNA, chr8:75871862-75871901_tRNA	0
chr18:89354169-89354262	+		9	14	10.12	10	35.7142857142857	0	0	0	0				LINE		Repeat Element		Dok6	ENSMUSG00000073514	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr18:89519860-89519897	-		6	7	6.33	6	14.2857142857143	0	0	0	0	Dok6	ENSMUSG00000073514	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:89639337-89639387	-		6	7	6.07	6	14.2857142857143	0	0	0	0	Dok6	ENSMUSG00000073514	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr18:9999838-9999897	-		65	65	65	65	0	2	2	2	2	Usp14	ENSMUSG00000047879	protein_coding		intron	protein_coding: Intron					LINE		Repeat Element		Antisense Feature							1
chr19:10332382-10332429	+		30	57	43.01	45	47.3684210526316	3	3	3	3				SINE		Repeat Element							no Feature		Repeat Element							1
chr19:10921410-10921444	-		6	14	6.48	6	57.1428571428571	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr19:11263175-11263238	-		8	18	10.11	12	55.5555555555556	0	0	0	0	Ms4a1	ENSMUSG00000024673	protein_coding	SINE	intron	Repeat Element		4930526L06Rik	ENSMUSG00000097091	lncRNA	Simple_repeat		Repeat Element		Repeat Element							0
chr19:11592311-11592338	-		8	9	8.5	9	11.1111111111111	1	1	1	1	Ms4a6d	ENSMUSG00000024679	protein_coding		intron	protein_coding: Intron					LTR		Repeat Element		Antisense Feature							0
chr19:11762527-11762576	-		5	8	5.03	5	37.5	0	0	0	0						no Feature		Cblif	ENSMUSG00000024682	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr19:11939146-11939188	+		58	59	58.5	59	1.69491525423729	1	1	1	1	Patl1	ENSMUSG00000046139	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr19:12006071-12006117	+		8	341	71.47	64	97.6539589442815	0	12	2.12	0	tRNA-Lys-AAA		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	678	0	678	tRNA	0	chr1:133034319-133034400_tRNA, chr11:69125171-69125214_tRNA, chr13:21168070-21168115_tRNA, chr18:41196485-41196531_tRNA, chr19:12009690-12009736_tRNA, chr6:100471524-100471571_tRNA	0
chr19:12008582-12008620	+		10	67	30.64	35	85.0746268656716	0	1	0.5	1	tRNA-Phe-TTY		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	54	0	54	tRNA	0	chr10:117015212-117015250_tRNA, chr10:80248961-80248999_tRNA, chr13:21161442-21161479_tRNA, chr15:29131214-29131251_tRNA, chr18:89315452-89315493_tRNA, chr5:125406050-125406090_tRNA	0
chr19:12009690-12009736	-		76	309	113.33	114	75.4045307443366	1	12	2.78	3	tRNA-Lys-AAA		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	550	0	550	tRNA	0	chr1:133034319-133034400_tRNA, chr11:69125171-69125214_tRNA, chr13:21168070-21168115_tRNA, chr18:41196485-41196531_tRNA, chr19:12006071-12006117_tRNA, chr6:100471524-100471571_tRNA	1
chr19:12011593-12011673	-		19	24	20.25	19	20.8333333333333	0	1	0.25	0	tRNA-Arg-AGA		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	1	0	1	tRNA	0	chr11:69123487-69123568_tRNA	0
chr19:12011949-12012008	+		64	121	83.5	83	47.1074380165289	2	3	2.33	2	tRNA-Val-GTA		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	68	0	68	tRNA	0	chr19:12012285-12012345_tRNA, chrX:160766129-160766186_tRNA	1
chr19:12012285-12012345	+		20	78	39.2	36	74.3589743589744	0	2	0.67	0	tRNA-Val-GTA		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	72	0	72	tRNA	0	chr19:12011949-12012008_tRNA, chrX:160766129-160766186_tRNA	0
chr19:13054748-13055085	+		25	42	29.25	30	40.4761904761905	0	0	0	0	SSU-rRNA_Hsa		rRNA			ncRNA	rRNA						no Feature	rRNA	ncRNA							0
chr19:13753423-13753474	+		5	5	5	5	0	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr19:14638023-14638065	+		6	6	6	6	0	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr19:15622127-15622185	-		12	12	12	12	0	0	0	0	0						no Feature					LINE,Simple_repeat		Repeat Element		Antisense Feature							0
chr19:16154047-16154079	+		11	11	11	11	0	0	0	0	0	Gnaq	ENSMUSG00000024639	protein_coding	SINE	intron	Repeat Element							no Feature		Repeat Element							0
chr19:16236277-16236313	-		5	17	6	5	70.5882352941177	0	0	0	0				Satellite		Repeat Element		Gnaq	ENSMUSG00000024639	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr19:16264596-16264633	+		39	39	39	39	0	1	1	1	1	Gnaq	ENSMUSG00000024639	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							0
chr19:16614818-16614857	+		6	17	7.58	10	64.7058823529412	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr19:16860324-16860376	-		5	7	5.5	6	28.5714285714286	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr19:16863764-16863823	-		6	7	6.5	7	14.2857142857143	0	0	0	0						no Feature					SINE		Repeat Element		Antisense Feature							0
chr19:17393606-17393647	+		57	61	58.2	57	6.55737704918033	1	1	1	1	HY1		yRNA			ncRNA	yRNA						no Feature	yRNA	ncRNA	4	0	4	yRNA	0	chr12:90110965-90111037_yRNA, chr18:60133639-60133675_yRNA, chr6:122623545-122623629_yRNA, chr6:47788063-47788187_yRNA	0
chr19:17467219-17467276	+		11	65	11.53	11	83.0769230769231	0	0	0	0				Simple_repeat		Repeat Element		Pcsk5	ENSMUSG00000024713	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr19:17710813-17710852	+		10	19	11.62	12	47.3684210526316	0	0	0	0	4.5SRNA		scRNA	SINE		ncRNA	scRNA	Pcsk5	ENSMUSG00000024713	protein_coding		intron	protein_coding: Intron	scRNA	ncRNA	13	2	11	scRNA, Repeat Element	15.3846153846154	chr1:103844668-103844707_scRNA, chr1:131642505-131642570_scRNA, chr16:66489899-66489945_scRNA, chr17:6792729-6792761_scRNA, chr2:116630192-116630243_Repeat Element, chr2:9262454-9262513_scRNA, chr5:46107059-46107092_scRNA, chr7:126228197-126228229_scRNA	0
chr19:17718491-17718540	+		5	8	5.92	6	37.5	0	0	0	0				LTR,Simple_repeat		Repeat Element		Pcsk5	ENSMUSG00000024713	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr19:18714562-18714612	+		10	10	10	10	0	0	0	0	0	D030056L22Rik	ENSMUSG00000047044	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							0
chr19:18908439-18908505	-		17	20	18	17	15	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr19:19439930-19439980	+		5	5	5	5	0	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr19:21266454-21266573	+		6	21	6.77	8	71.4285714285714	0	1	0.5	1				Simple_repeat		Repeat Element					SINE		Repeat Element		Repeat Element							0
chr19:21997235-21997269	+		8	8	8	8	0	0	0	0	0	Gm41819	ENSMUSG00000118273	lncRNA			lncRNA					LTR		Repeat Element		Antisense Feature							0
chr19:22851928-22852172	+		27	217	54.95	62	87.5576036866359	0	6	0.82	0	Trpm3,LSU-rRNA_Hsa	ENSMUSG00000052387	protein_coding,rRNA	LINE	intron	ncRNA	rRNA						no Feature	rRNA	ncRNA	566	88	478	rRNA, Repeat Element	15.547703180212	BK000964.3:10841-11493_rRNA, chr1:113903985-113904277_Repeat Element, chr1:191120925-191121178_rRNA, chr1:46075935-46076184_Repeat Element, chr12:80441372-80441523_rRNA, chr13:112578153-112578359_rRNA, chr13:112578633-112578738_rRNA, chr17:7952220-7952394_rRNA, chr17:81838286-81838576_rRNA, chr18:54699059-54699377_rRNA, chr2:5379050-5379374_rRNA, chr3:121249781-121250021_rRNA, chr3:5860521-5860812_rRNA, chr4:45346415-45346703_rRNA, chr4:72027987-72028116_rRNA, chr7:120754000-120754247_rRNA, chrX:116287108-116287381_rRNA	0
chr19:22880073-22880123	-		6	12	6.95	6	50	0	0	0	0						no Feature		Trpm3	ENSMUSG00000052387	protein_coding	LTR,Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr19:23059509-23059568	-		8	8	8	8	0	0	0	0	0	C330002G04Rik	ENSMUSG00000097930	lncRNA	SINE		Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr19:23119019-23119058	-		11	11	11	11	0	0	0	0	0				SINE		Repeat Element							no Feature		Repeat Element							0
chr19:24052154-24052194	-		6	7	6.5	6	14.2857142857143	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr19:24167758-24167808	-		40	40	40	40	0	1	1	1	1	Tjp2	ENSMUSG00000024812	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							1
chr19:24195800-24195858	-		55	55	55	55	0	3	3	3	3	Tjp2	ENSMUSG00000024812	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr19:24268897-24268952	+		6	15	8.7	8	60	0	0	0	0				Simple_repeat		Repeat Element		Fxn	ENSMUSG00000059363	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr19:24279271-24279338	-		51	51	51	51	0	1	1	1	1	Fxn	ENSMUSG00000059363	protein_coding	SINE	intron	Repeat Element							no Feature		Repeat Element							1
chr19:25223948-25223984	-		43	43	43	43	0	2	2	2	2				LTR		Repeat Element							no Feature		Repeat Element							0
chr19:26323192-26323257	-		9	10	9	9	10	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr19:27556215-27556277	+		5	10	6.25	6	50	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr19:27594248-27594283	-		5	5	5	5	0	0	0	0	0						no Feature					SINE		Repeat Element		Antisense Feature							0
chr19:28405287-28405339	+		5	8	5.55	6	37.5	0	0	0	0				Low_complexity		Repeat Element		Glis3	ENSMUSG00000052942	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr19:28763414-28763448	-		15	27	21	21	44.4444444444444	1	1	1	1	Gm6788	ENSMUSG00000090737	pseudogene			pseudogene							no Feature		pseudogene							0
chr19:29279899-29279946	-		5	9	5.38	6	44.4444444444444	0	0	0	0						no Feature		Jak2	ENSMUSG00000024789	protein_coding	LTR	intron	Repeat Element		Antisense Feature							0
chr19:29405657-29405717	-		28	35	30.77	31	20	0	0	0	0				Satellite		Repeat Element							no Feature		Repeat Element							0
chr19:29630098-29630130	-		50	50	50	50	0	2	2	2	2	Ermp1	ENSMUSG00000046324	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr19:29671026-29671057	+		10	10	10	10	0	0	0	0	0						no Feature					SINE,Satellite		Repeat Element		Antisense Feature							0
chr19:29724364-29724414	-		44	44	44	44	0	1	1	1	1	9930021J03Rik	ENSMUSG00000046138	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							0
chr19:30263831-30263865	+		9	12	9.49	9	25	0	0	0	0						no Feature					LINE		Repeat Element		Antisense Feature							0
chr19:30290329-30290373	-		14	16	14.75	16	12.5	0	0	0	0				SINE		Repeat Element					Low_complexity		Repeat Element		Repeat Element							0
chr19:30413532-30413581	+		5	65	5.6	5	92.3076923076923	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr19:31337782-31337820	+		7	61	7.03	7	88.5245901639344	0	0	0	0				Simple_repeat		Repeat Element		Prkg1	ENSMUSG00000052920	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr19:31624505-31624568	+		14	15	14.5	15	6.66666666666667	0	0	0	0				Simple_repeat		Repeat Element		Prkg1	ENSMUSG00000052920	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr19:33954258-33954339	+		5	63	6.86	7	92.0634920634921	0	2	0.03	0	Gm23095	ENSMUSG00000065380	snRNA			ncRNA	snRNA						no Feature	snRNA	ncRNA	3	0	3	snRNA	0	chr12:49009934-49009987_snRNA, chr3:123743299-123743380_snRNA, chr8:105172547-105172600_snRNA	0
chr19:34291905-34291969	-		14	16	15	14	12.5	0	1	0.5	1						no Feature		Fas	ENSMUSG00000024778	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
