	CLIP_ID	Transcript	Closest LISI_Dist SameStrand	Upstream LISI_Dist SameStrand	Downstream LISI_Dist SameStrand	Closest repClass SameStrand	Closest repName SameStrand	Closest LISI_Dist OppositeStrand	Upstream LISI_Dist OppositeStrand	Downstream LISI_Dist OppositeStrand	Closest repClass OppositeStrand	Closest repName OppositeStrand	Closest LISI_Dist BothStrand	Upstream LISI_Dist BothStrand	Downstream LISI_Dist BothStrand	Closest repClass BothStrand	Closest repName BothStrand
345	chr17:27067822-27067867	ENSMUST00000049308	-219	-219	1185	SINE	B3A	0	0	0	SINE	B3	0	0	0	SINE	B3
346	chr17:28638802-28638827	ENSMUST00000114764	-1590	-1590	NA	SINE	RSINE1	0	0	0	SINE	B1_Mus2	0	0	0	SINE	B1_Mus2
347	chr17:29035836-29035870	ENSMUST00000130216	-377	-377	1110	SINE	ID_B1	-159	-159	173	SINE	B1_Mur2	-159	-159	173	SINE	B1_Mur2
348	chr17:31524074-31524116	ENSMUST00000064798	187	-1553	187	SINE	B1_Mm	-206	-206	502	SINE	PB1D10	187	-206	187	SINE	B1_Mm
349	chr17:32040749-32040817	ENSMUST00000081339	255	-887	255	SINE	B1_Mur1	-123	-123	1064	SINE	RSINE1	-123	-123	255	SINE	RSINE1
350	chr17:32206986-32207025	ENSMUST00000121285	-9135	-9135	NA	LINE	Lx5c	6265	-6793	6265	LINE	L2c	6265	-6793	6265	LINE	L2c
351	chr17:32252824-32252871	ENSMUST00000121285	1255	-2078	1255	LINE	L1MB3	0	0	0	LINE	L2c	0	0	0	LINE	L2c
352	chr17:33672683-33672727	ENSMUST00000087582	226	-391	226	SINE	B2_Mm1a	-2480	-2480	3764	SINE	B1_Mur2	226	-391	226	SINE	B2_Mm1a
353	chr17:35913964-35914031	ENSMUST00000025305	-18	-18	1935	SINE	B1_Mus2	384	-1093	384	SINE	PB1D10	-18	-18	384	SINE	B1_Mus2
354	chr17:42814163-42814208	ENSMUST00000024709	-1102	-1102	1159	SINE	B1_Mus1	105	-671	105	SINE	B3A	105	-671	105	SINE	B3A
355	chr17:45592176-45592225	ENSMUST00000064889	-1618	-1618	3400	LINE	L2a	4110	NA	4110	SINE	B2_Mm2	-1618	-1618	3400	LINE	L2a
356	chr17:46624953-46624993	ENSMUST00000044442	2745	NA	2745	SINE	ID4	-226	-226	1225	SINE	RSINE1	-226	-226	1225	SINE	RSINE1
357	chr17:46963748-46963806	ENSMUST00000113335	1080	-3990	1080	SINE	B4A	-463	-463	5174	SINE	B3A	-463	-463	1080	SINE	B3A
358	chr17:56315356-56315405	ENSMUST00000001258	-1874	-1874	3169	SINE	B4A	-502	-502	1414	SINE	RSINE1	-502	-502	1414	SINE	RSINE1
359	chr17:67767617-67767658	ENSMUST00000035471	945	-6204	945	SINE	PB1	-1664	-1664	4704	LINE	Lx8	945	-1664	945	SINE	PB1
360	chr17:67994338-67994374	ENSMUST00000024840	-1047	-1047	4053	SINE	B1_Mus2	-662	-662	1392	SINE	MIRb	-662	-662	1392	SINE	MIRb
361	chr17:71460469-71460511	ENSMUST00000127430	-124	-124	2721	LINE	L2a	-238	-238	407	SINE	RSINE1	-124	-124	407	LINE	L2a
362	chr17:7172259-7172284	ENSMUST00000024575	-94	-94	3618	SINE	RSINE1	11384	NA	11384	LINE	Lx5c	-94	-94	3618	SINE	RSINE1
363	chr17:72184853-72184897	ENSMUST00000086639	433	-4437	433	SINE	ID_B1	203	-219	203	SINE	B3A	203	-219	203	SINE	B3A
364	chr17:74311050-74311102	ENSMUST00000112571	-1117	-1117	2650	SINE	PB1D9	0	0	0	SINE	B1_Mur1	0	0	0	SINE	RSINE1
365	chr17:74530169-74530214	ENSMUST00000182944	712	NA	712	SINE	B1_Mm	351	NA	351	SINE	PB1D9	351	NA	351	SINE	PB1D9
366	chr17:75158447-75158507	ENSMUST00000001927	-8377	-8377	24196	SINE	B4A	1370	-2558	1370	SINE	B4A	1370	-2558	1370	SINE	B4A
367	chr17:78685806-78685865	ENSMUST00000145910	-179	-179	334	SINE	B3	0	0	0	SINE	B1F2	0	0	0	SINE	ID_B1
368	chr17:79851344-79851375	ENSMUST00000068282	-4465	-4465	NA	LINE	L2	-5399	-5399	NA	LINE	Lx9	-4465	-4465	NA	LINE	L2
369	chr17:80624616-80624653	ENSMUST00000025089	-3178	-3178	3547	SINE	B1F	1621	-2373	1621	SINE	PB1D9	1621	-2373	1621	SINE	PB1D9
370	chr17:83463473-83463526	ENSMUST00000096766	321	-718	321	SINE	B1F1	-536	-536	742	SINE	RSINE1	321	-536	321	SINE	B1F1
371	chr17:84452310-84452360	ENSMUST00000047524	1135	-4685	1135	LINE	HAL1M8	14	-16	14	SINE	B2_Mm1a	14	-16	14	SINE	B2_Mm1a
372	chr17:86085463-86085513	ENSMUST00000095187	-373	-373	2448	SINE	ID_B1	85	-903	85	LINE	L1MB8	85	-373	85	LINE	L1MB8
373	chr17:86281409-86281440	ENSMUST00000097275	-1637	-1637	6859	LINE	L3	-1809	-1809	6568	SINE	PB1D10	-1637	-1637	6568	LINE	L3
374	chr17:90830098-90830160	ENSMUST00000160844	0	0	0	SINE	ID_B1	-2188	-2188	6492	SINE	RSINE1	0	0	0	LINE	L1_Mus3
375	chr18:12890053-12890085	ENSMUST00000074352	1598	-10368	1598	SINE	B3A	-2748	-2748	2886	LINE	Lx7	1598	-2748	1598	SINE	B3A
376	chr18:20708959-20709000	ENSMUST00000070080	173	-9967	173	SINE	B3A	-809	-809	6404	SINE	B2_Mm2	173	-809	173	SINE	B3A
377	chr18:21261212-21261245	ENSMUST00000049260	4020	-8600	4020	SINE	MIR3	0	0	0	SINE	PB1D9	0	0	0	LINE	Lx
378	chr18:22902938-22902995	ENSMUST00000164186	-393	-393	4140	LINE	L2c	0	0	0	SINE	B3	0	0	0	LINE	L1Md_F2
379	chr18:31894636-31894672	ENSMUST00000025264	-2425	-2425	4124	SINE	ID_B1	663	-1767	663	SINE	PB1D10	663	-1767	663	SINE	PB1D10
380	chr18:33882260-33882415	ENSMUST00000025234	-1281	-1281	1358	SINE	PB1D9	-737	-737	1054	SINE	B2_Mm2	-737	-737	1054	SINE	B2_Mm2
381	chr18:34224826-34224875	ENSMUST00000079362	-1187	-1187	5510	SINE	RSINE1	789	NA	789	SINE	B1_Mus2	789	-1187	789	SINE	B1_Mus2
382	chr18:34282821-34282855	ENSMUST00000079362	14	-906	14	LINE	L1M4	1265	-3212	1265	SINE	B2_Mm1t	14	-906	14	LINE	L1M4
383	chr18:34919868-34919914	ENSMUST00000025218	-559	-559	1130	SINE	PB1D9	-184	-184	496	SINE	B2_Mm2	-184	-184	496	SINE	B2_Mm2
384	chr18:35220152-35220186	ENSMUST00000042345	215	-741	215	SINE	B4A	0	0	0	SINE	PB1D10	0	0	0	SINE	PB1D10
385	chr18:35396160-35396221	ENSMUST00000025215	0	0	0	SINE	B1_Mur3	378	-2377	378	SINE	B1F	0	0	0	SINE	RSINE1
386	chr18:35782969-35783008	ENSMUST00000170693	0	0	0	SINE	B2_Mm2	252	-302	252	SINE	B1_Mur4	0	0	0	SINE	B1_Mus1
387	chr18:57642661-57642696	ENSMUST00000079738	24	-123	24	LINE	L1_Mus2	0	0	0	LINE	L2	0	0	0	LINE	L2b
388	chr18:61075928-61075970	ENSMUST00000025522	-521	-521	1439	LINE	L1_Mus1	0	0	0	SINE	MIRb	0	0	0	SINE	MIRb
389	chr18:6495338-6495399	ENSMUST00000115870	0	0	0	SINE	RSINE1	-269	-269	7442	SINE	B1_Mur4	0	0	0	SINE	RSINE1
390	chr18:65626120-65626172	ENSMUST00000182852	2333	-6521	2333	SINE	B3	1902	-3683	1902	LINE	L1MD1	1902	-3683	1902	LINE	L1MD1
391	chr18:67945506-67945550	ENSMUST00000063775	8219	-8587	8219	LINE	L1Md_F2	-708	-708	2573	LINE	MusHAL1	-708	-708	2573	LINE	MusHAL1
392	chr18:73575930-73575973	ENSMUST00000091852	1101	NA	1101	SINE	B4A	473	NA	473	SINE	B3	473	NA	473	SINE	B3
393	chr18:73688302-73688339	ENSMUST00000025393	-732	-732	790	SINE	B1_Mus1	304	-6182	304	SINE	B2_Mm2	304	-732	304	SINE	B2_Mm2
394	chr18:7379005-7379036	ENSMUST00000115869	1686	-19518	1686	LINE	L1M5	629	-2905	629	SINE	B1_Mm	629	-2905	629	SINE	B1_Mm
395	chr18:82598583-82598628	ENSMUST00000182122	-2052	-2052	NA	SINE	B1_Mur1	0	0	0	SINE	PB1D10	0	0	0	SINE	PB1D10
396	chr18:82660693-82660735	ENSMUST00000182122	0	0	0	SINE	B1_Mur1	-443	-443	1099	LINE	L1VL2	0	0	0	SINE	PB1D10
397	chr18:84828169-84828212	ENSMUST00000236689	0	0	0	SINE	B3	195	-383	195	LINE	L1M5	0	0	0	LINE	L1MC5a
398	chr18:88985098-88985153	ENSMUST00000023828	3337	-8545	3337	LINE	Lx	-610	-610	1348	SINE	RSINE1	-610	-610	1348	SINE	RSINE1
399	chr18:9999838-9999897	ENSMUST00000092096	-823	-823	NA	SINE	PB1D9	0	0	0	SINE	B4A	0	0	0	SINE	B4A
400	chr19:11263175-11263238	ENSMUST00000169159	0	0	0	SINE	MIR	-680	-680	3624	SINE	B4A	0	0	0	SINE	B1_Mus1
401	chr19:11592311-11592338	ENSMUST00000025582	-7783	-7783	NA	LINE	L1M3	-703	-703	NA	LINE	L1Md_A	-703	-703	NA	LINE	L1Md_A
402	chr19:11939146-11939188	ENSMUST00000061618	-30	-30	101	SINE	B1F	-677	-677	1368	SINE	B3	-30	-30	101	SINE	B1F
403	chr19:16154047-16154079	ENSMUST00000025541	0	0	0	LINE	L2a	-66	-66	1824	SINE	ID4_	0	0	0	LINE	L2a
404	chr19:16264596-16264633	ENSMUST00000025541	-298	-298	809	SINE	B1_Mus1	40	-2357	40	LINE	L1ME2	40	-298	40	LINE	L1ME2
405	chr19:18714562-18714612	ENSMUST00000062753	1664	NA	1664	SINE	B1_Mus1	0	0	0	SINE	B1_Mus1	0	0	0	SINE	B1_Mus1
406	chr19:24167758-24167808	ENSMUST00000099558	-1574	-1574	6177	SINE	PB1D9	0	0	0	LINE	Lx8b	0	0	0	LINE	Lx8b
407	chr19:24195800-24195858	ENSMUST00000099558	132	-2424	132	SINE	ID_B1	-337	-337	2307	SINE	B3	132	-337	132	SINE	ID_B1
408	chr19:24279271-24279338	ENSMUST00000081333	34	-72	34	SINE	MIR	-643	-643	3770	SINE	B1F1	34	-72	34	SINE	MIR
409	chr19:29630098-29630130	ENSMUST00000159692	-365	-365	7234	SINE	RSINE1	220	-2545	220	SINE	PB1D7	220	-365	220	SINE	PB1D7
410	chr19:29724364-29724414	ENSMUST00000177155	280	-571	280	SINE	RSINE1	0	0	0	LINE	L2	0	0	0	SINE	B4
411	chr19:36933400-36933438	ENSMUST00000099494	0	0	0	SINE	B1_Mm	-183	-183	425	SINE	ID4_	0	0	0	SINE	ID_B1
412	chr19:36946763-36946801	ENSMUST00000099494	48	-4049	48	SINE	B3	-99	-99	374	SINE	B2_Mm2	48	-99	48	SINE	B3
413	chr19:37146544-37146587	ENSMUST00000079754	-708	-708	1352	SINE	PB1D9	0	0	0	SINE	B4A	0	0	0	SINE	B4A
414	chr19:42522550-42522600	ENSMUST00000026188	1326	-1649	1326	LINE	L2b	-561	-561	1729	SINE	MamSINE1	-561	-561	1326	SINE	MamSINE1
415	chr19:46859326-46859365	ENSMUST00000099373	-1167	-1167	1701	LINE	L1ME4a	1218	-4076	1218	SINE	B4A	-1167	-1167	1218	LINE	L1ME4a
416	chr19:47043341-47043384	ENSMUST00000026032	-52	-52	153	SINE	ID_B1	0	0	0	SINE	B1_Mur2	0	0	0	SINE	PB1D10
417	chr19:53149375-53149417	ENSMUST00000025999	1948	NA	1948	SINE	B1F1	95	-445	95	SINE	AmnSINE1	95	-445	95	SINE	AmnSINE1
418	chr19:53347748-53347796	ENSMUST00000025998	-182	-182	2700	SINE	B3	7	-3641	7	SINE	B2_Mm1a	7	-182	7	SINE	B2_Mm1a
419	chr19:53381671-53381738	ENSMUST00000025997	-1379	-1379	NA	SINE	ID2	0	0	0	SINE	ID_B1	0	0	0	SINE	ID_B1
420	chr19:58049813-58049850	ENSMUST00000077282	871	-5240	871	LINE	L1Md_F2	-632	-632	8249	SINE	PB1D7	-632	-632	871	SINE	PB1D7
421	chr19:8922010-8922050	ENSMUST00000096243	-527	-527	730	SINE	ID2	1035	NA	1035	SINE	B1_Mus1	-527	-527	730	SINE	ID2
422	chr19:8971261-8971318	ENSMUST00000052248	-64	-64	486	SINE	B3A	366	-752	366	SINE	B1_Mus2	-64	-64	366	SINE	B3A
423	chr19:9045292-9045330	ENSMUST00000092955	488	-1043	488	SINE	B1F1	0	0	0	SINE	B1F1	0	0	0	SINE	B1F1
424	chr2:104846796-104846851	ENSMUST00000028593	473	-519	473	SINE	ID4_	679	-783	679	SINE	PB1D10	473	-519	473	SINE	ID4_
425	chr2:105010973-105011022	ENSMUST00000028592	310	-1473	310	LINE	L2	1437	-1992	1437	SINE	B3A	310	-1473	310	LINE	L2
426	chr2:109262091-109262133	ENSMUST00000081631	-650	-650	1831	LINE	L1MC1	1331	-2710	1331	SINE	ID_B1	-650	-650	1331	LINE	L1MC1
427	chr2:109932727-109932765	ENSMUST00000046548	-928	-928	1206	SINE	RSINE1	-1745	-1745	5578	SINE	B1F1	-928	-928	1206	SINE	RSINE1
428	chr2:110945933-110945986	ENSMUST00000099623	2268	NA	2268	LINE	Lx8	-1162	-1162	1525	LINE	Lx10	-1162	-1162	1525	LINE	Lx10
429	chr2:11597633-11597683	ENSMUST00000040314	-640	-640	1272	SINE	ID_B1	141	-145	141	SINE	B3	141	-145	141	SINE	B3
430	chr2:119955879-119955908	ENSMUST00000046717	790	-1897	790	SINE	RSINE1	1101	-9205	1101	SINE	B4A	790	-1897	790	SINE	RSINE1
431	chr2:121076238-121076279	ENSMUST00000028721	-108	-108	455	SINE	B2_Mm2	0	0	0	SINE	B3A	0	0	0	SINE	B3
432	chr2:121923583-121923644	ENSMUST00000078752	-76	-76	3239	SINE	B1_Mm	8	-2098	8	SINE	B1_Mus1	8	-76	8	SINE	B1_Mus1
433	chr2:122005190-122005254	ENSMUST00000110578	0	0	0	SINE	B2_Mm1t	259	-3944	259	SINE	B1_Mus2	0	0	0	SINE	B1_Mur4
434	chr2:126796762-126796804	ENSMUST00000103224	-1586	-1586	1814	SINE	B2_Mm2	1	-17	1	SINE	B1_Mus1	1	-17	1	SINE	B1_Mus1
435	chr2:127816715-127816748	ENSMUST00000028858	-965	-965	3007	SINE	B4A	-1276	-1276	1288	SINE	B1F	-965	-965	1288	SINE	B4A
436	chr2:129112779-129112816	ENSMUST00000103205	1851	-4099	1851	SINE	ID_B1	-338	-338	549	SINE	B3A	-338	-338	549	SINE	B3A
437	chr2:131240155-131240206	ENSMUST00000041362	-76	-76	460	SINE	MIR	-372	-372	NA	SINE	PB1D10	-76	-76	460	SINE	MIR
438	chr2:131293133-131293179	ENSMUST00000150843	-2457	-2457	2699	LINE	L1Md_F3	-308	-308	559	SINE	B4A	-308	-308	559	SINE	B4A
439	chr2:138262618-138262678	ENSMUST00000091556	339	NA	339	LINE	L2a	-3139	-3139	8603	SINE	B1F	339	-3139	339	LINE	L2a
440	chr2:152274299-152274327	ENSMUST00000099224	-687	-687	1659	SINE	B3A	-863	-863	1408	SINE	B1_Mus1	-687	-687	1408	SINE	B3A
441	chr2:152698908-152698972	ENSMUST00000089059	-1349	-1349	2498	SINE	B1_Mus1	-214	-214	4055	SINE	ID4	-214	-214	2498	SINE	ID4
442	chr2:153384839-153384874	ENSMUST00000109790	948	-2100	948	SINE	B3	60	-418	60	SINE	PB1	60	-418	60	SINE	PB1
443	chr2:153480992-153481038	ENSMUST00000035346	1403	-4690	1403	LINE	L2b	8	-1358	8	SINE	B2_Mm1t	8	-1358	8	SINE	B2_Mm1t
444	chr2:156155680-156155720	ENSMUST00000029149	-558	-558	1851	SINE	B3A	-119	-119	189	SINE	B1F	-119	-119	189	SINE	B1F
445	chr2:15654574-15654604	ENSMUST00000146205	-7133	-7133	9949	LINE	Lx8	0	0	0	LINE	Lx8	0	0	0	SINE	B3
446	chr2:157103297-157103342	ENSMUST00000088523	0	0	0	SINE	B3	1694	-3438	1694	SINE	ID_B1	0	0	0	SINE	B3
447	chr2:161652598-161652648	ENSMUST00000109445	-3112	-3112	4403	SINE	B4A	0	0	0	SINE	B4A	0	0	0	SINE	B4A
448	chr2:164435907-164435953	ENSMUST00000017153	713	NA	713	SINE	MIR	134	-619	134	SINE	MIR	134	-619	134	SINE	MIR
449	chr2:166670291-166670337	ENSMUST00000036719	135	-11429	135	SINE	B4A	-1066	-1066	1401	SINE	RSINE1	135	-1066	135	SINE	B4A
450	chr2:167610116-167610168	ENSMUST00000109207	0	0	0	SINE	B1_Mus2	449	-870	449	SINE	LFSINE_Vert	0	0	0	SINE	LFSINE_Vert
451	chr2:174421327-174421373	ENSMUST00000109075	-1376	-1376	NA	SINE	MIRc	-365	-365	2962	SINE	B4	-365	-365	2962	SINE	B4
452	chr2:179502451-179502521	ENSMUST00000000314	-745	-745	15289	SINE	ID_B1	-2273	-2273	10756	SINE	B4	-745	-745	10756	SINE	ID_B1
453	chr2:179962761-179962804	ENSMUST00000041618	0	0	0	SINE	B4A	-161	-161	4224	SINE	B1_Mus2	0	0	0	SINE	B4
454	chr2:180190805-180190843	ENSMUST00000015791	-1115	-1115	NA	SINE	MIR	935	-8651	935	LINE	L1M5	935	-1115	935	LINE	L1M5
455	chr2:180214111-180214155	ENSMUST00000015791	611	-6703	611	SINE	B1_Mur3	0	0	0	SINE	B2_Mm2	0	0	0	SINE	B2_Mm2
456	chr2:180709131-180709164	ENSMUST00000103057	714	NA	714	SINE	PB1D9	841	NA	841	SINE	B2_Mm2	714	NA	714	SINE	PB1D9
457	chr2:180914077-180914114	ENSMUST00000037299	-3534	-3534	4893	SINE	PB1D10	-2761	-2761	4112	SINE	B1_Mus1	-2761	-2761	4112	SINE	B1_Mus1
458	chr2:23012763-23012822	ENSMUST00000126112	4951	-5130	4951	SINE	B3	-5752	-5752	5986	SINE	B2_Mm1t	4951	-5130	4951	SINE	B3
459	chr2:24818424-24818465	ENSMUST00000102938	-1327	-1327	1487	SINE	B2_Mm1a	0	0	0	LINE	L1MB8	0	0	0	LINE	L1MB8
460	chr2:26898417-26898471	ENSMUST00000047632	-3141	-3141	7409	SINE	B3A	0	0	0	SINE	B2_Mm1a	0	0	0	SINE	PB1D9
461	chr2:29140148-29140195	ENSMUST00000061578	320	-1391	320	SINE	B1_Mur3	-452	-452	1067	SINE	B1_Mm	320	-452	320	SINE	B1_Mur3
462	chr2:31488961-31489027	ENSMUST00000102840	1294	-1545	1294	SINE	PB1D7	-590	-590	2009	SINE	MIR3	-590	-590	1294	SINE	MIR3
463	chr2:31591533-31591570	ENSMUST00000113482	-1609	-1609	1879	SINE	B1_Mus2	-386	-386	7295	SINE	ID_B1	-386	-386	1879	SINE	ID_B1
464	chr2:31760316-31760378	ENSMUST00000075759	-1119	-1119	3433	SINE	MIRb	-1303	-1303	1677	SINE	B1_Mus2	-1119	-1119	1677	SINE	MIRb
465	chr2:3290348-3290403	ENSMUST00000081932	490	-2243	490	SINE	ID_B1	-1160	-1160	2028	LINE	L1_Rod	490	-1160	490	SINE	ID_B1
466	chr2:33036307-33036357	ENSMUST00000102810	593	-740	593	SINE	B3A	7	-363	7	SINE	B4A	7	-363	7	SINE	B4A
467	chr2:3509683-3509726	ENSMUST00000027961	-95	-95	2678	SINE	B1_Mus2	71	NA	71	LINE	L1MD1	71	-95	71	LINE	L1MD1
468	chr2:37506998-37507034	ENSMUST00000061179	0	0	0	SINE	B1_Mus2	129	-1500	129	SINE	B3A	0	0	0	LINE	L1M3
469	chr2:39030781-39030837	ENSMUST00000039165	0	0	0	SINE	ID4	999	-1131	999	SINE	B1F	0	0	0	SINE	ID4
470	chr2:39125692-39125723	ENSMUST00000038874	-1979	-1979	2158	SINE	ID4_	0	0	0	SINE	B1_Mur2	0	0	0	SINE	B3
471	chr2:61737968-61738006	ENSMUST00000028278	-86	-86	501	SINE	B1_Mur3	-414	-414	3098	SINE	MIRb	-86	-86	501	SINE	B1_Mur3
472	chr2:65018616-65018653	ENSMUST00000028252	-1829	-1829	10137	SINE	RSINE1	-807	-807	2509	SINE	B4A	-807	-807	2509	SINE	B4A
473	chr2:66702109-66702142	ENSMUST00000042792	-638	-638	8368	SINE	B3A	0	0	0	SINE	B4	0	0	0	LINE	Lx9
474	chr2:71402994-71403045	ENSMUST00000028408	-659	-659	4128	SINE	B1_Mus2	0	0	0	SINE	B2_Mm2	0	0	0	SINE	B1_Mus1
475	chr2:71820222-71820258	ENSMUST00000112101	842	-3015	842	SINE	B3A	-276	-276	6899	SINE	B2_Mm2	-276	-276	842	SINE	B2_Mm2
476	chr2:74553422-74553485	ENSMUST00000064503	-725	-725	2483	SINE	B1_Mur4	0	0	0	LINE	Lx5c	0	0	0	SINE	MIRb
477	chr2:83648417-83648458	ENSMUST00000081591	-21	-21	1039	SINE	ID_B1	194	-1828	194	SINE	MIR	-21	-21	194	SINE	ID_B1
478	chr2:90511731-90511788	ENSMUST00000168621	953	-1601	953	SINE	MIRb	312	-4193	312	SINE	B4A	312	-1601	312	SINE	B4A
479	chr2:94330023-94330070	ENSMUST00000111238	1267	-1600	1267	LINE	L3	-692	-692	4000	LINE	Lx8	-692	-692	1267	LINE	Lx8
480	chr2:97431908-97431951	ENSMUST00000135431	2218	-2560	2218	LINE	Lx8	0	0	0	LINE	L1Md_T	0	0	0	LINE	L1_Mur2
481	chr2:9949301-9949350	ENSMUST00000026888	675	-4165	675	SINE	RSINE1	-460	-460	4899	SINE	B3A	-460	-460	675	SINE	B3A
482	chr3:104488002-104488041	ENSMUST00000046316	0	0	0	SINE	B3	128	-572	128	SINE	B1_Mur3	0	0	0	SINE	ID4
483	chr3:108078674-108078713	ENSMUST00000102637	-4925	-4925	NA	SINE	ID4	314	-4745	314	SINE	RSINE1	314	-4745	314	SINE	RSINE1
484	chr3:108908502-108908543	ENSMUST00000029480	-201	-201	1791	SINE	B1_Mur1	1277	NA	1277	SINE	PB1D11	-201	-201	1277	SINE	B1_Mur1
485	chr3:115958290-115958343	ENSMUST00000067485	3361	-5063	3361	SINE	ID4_	173	-1638	173	LINE	L2b	173	-1638	173	LINE	L2b
486	chr3:130048020-130048072	ENSMUST00000001079	-2373	-2373	4958	SINE	B3	9	-1769	9	SINE	B2_Mm1a	9	-1769	9	SINE	B2_Mm1a
487	chr3:133475793-133475842	ENSMUST00000196398	-36	-36	213	SINE	PB1D7	978	-1095	978	SINE	B1_Mus1	-36	-36	213	SINE	PB1D7
488	chr3:133531722-133531782	ENSMUST00000196398	352	-1552	352	SINE	B1F	1241	-1397	1241	SINE	PB1D10	352	-1397	352	SINE	B1F
489	chr3:135448081-135448142	ENSMUST00000106291	-749	-749	882	SINE	B3	463	-4365	463	SINE	B4A	463	-749	463	SINE	B4A
490	chr3:138142531-138142564	ENSMUST00000098580	27	NA	27	SINE	LFSINE_Vert	1424	NA	1424	LINE	L1Md_F2	27	NA	27	SINE	LFSINE_Vert
491	chr3:14055189-14055235	ENSMUST00000193117	-423	-423	13185	SINE	B1_Mus1	0	0	0	LINE	L1_Mus3	0	0	0	LINE	L1_Mus3
492	chr3:141958572-141958628	ENSMUST00000029948	-7231	-7231	12964	LINE	L2a	0	0	0	LINE	Lx9	0	0	0	LINE	Lx9
493	chr3:144596566-144596602	ENSMUST00000082437	-226	-226	NA	SINE	B1_Mus1	-917	-917	NA	LINE	L1MC	-226	-226	NA	SINE	B1_Mus1
494	chr3:153535703-153535735	ENSMUST00000200397	0	0	0	LINE	Lx5c	-3852	-3852	7395	SINE	MIR	0	0	0	LINE	Lx5c
495	chr3:153610926-153610955	ENSMUST00000200397	449	-3583	449	SINE	MIRb	-168	-168	306	LINE	L2a	-168	-168	306	LINE	L2a
496	chr3:22113843-22113884	ENSMUST00000063988	-528	-528	5472	SINE	PB1D10	-944	-944	4733	LINE	L1M2	-528	-528	4733	SINE	PB1D10
497	chr3:22181550-22181613	ENSMUST00000063988	-110	-110	1024	SINE	RSINE1	3409	-6642	3409	SINE	B1_Mus2	-110	-110	1024	SINE	RSINE1
498	chr3:27486024-27486047	ENSMUST00000046157	1657	-8747	1657	SINE	RSINE1	-34	-34	2689	SINE	B4	-34	-34	1657	SINE	B4
499	chr3:34023429-34023463	ENSMUST00000197694	1799	NA	1799	SINE	ID_B1	-565	-565	1301	SINE	PB1D11	-565	-565	1301	SINE	PB1D11
500	chr3:35848283-35848331	ENSMUST00000029257	41	-413	41	SINE	B2_Mm2	-2765	-2765	3934	SINE	B4A	41	-413	41	SINE	B2_Mm2
501	chr3:41600384-41600436	ENSMUST00000026865	-385	-385	9680	SINE	B3	571	-2092	571	SINE	B2_Mm2	-385	-385	571	SINE	B3
502	chr3:53470773-53470841	ENSMUST00000058577	-71	-71	5885	SINE	B2_Mm2	-1591	-1591	1813	SINE	RSINE1	-71	-71	1813	SINE	B2_Mm2
503	chr3:55199384-55199420	ENSMUST00000029369	-1550	-1550	5954	SINE	B3	0	0	0	SINE	B3	0	0	0	SINE	B4A
504	chr3:59145866-59145919	ENSMUST00000199659	445	-579	445	LINE	L1ME2	0	0	0	SINE	PB1D10	0	0	0	LINE	Lx6
505	chr3:63984558-63984597	ENSMUST00000029405	6472	-6697	6472	SINE	PB1	0	0	0	SINE	B1_Mus1	0	0	0	SINE	B1_Mus1
506	chr3:67035543-67035597	ENSMUST00000065074	-215	-215	3555	SINE	B4A	-4058	-4058	5109	SINE	ID_B1	-215	-215	3555	SINE	B4A
507	chr3:88400529-88400565	ENSMUST00000056370	-1825	-1825	1984	SINE	MIRc	-342	-342	397	SINE	B1_Mus2	-342	-342	397	SINE	B1_Mus2
508	chr3:88688361-88688407	ENSMUST00000029696	-286	-286	1678	SINE	B2_Mm2	0	0	0	SINE	B1F2	0	0	0	SINE	B1F2
509	chr3:8940432-8940470	ENSMUST00000091354	2921	-7270	2921	SINE	B1_Mus2	-776	-776	4238	LINE	Lx8	-776	-776	2921	LINE	Lx8
510	chr3:95464020-95464066	ENSMUST00000102749	-391	-391	2128	SINE	B1_Mus1	603	-1303	603	SINE	B3A	-391	-391	603	SINE	B1_Mus1
511	chr3:9563008-9563044	ENSMUST00000041124	-1417	-1417	2950	SINE	B4	91	-2374	91	SINE	ID_B1	91	-1417	91	SINE	ID_B1
512	chr4:101575530-101575584	ENSMUST00000106930	-1487	-1487	2552	SINE	B2_Mm2	0	0	0	SINE	B1_Mur3	0	0	0	SINE	ID_B1
513	chr4:103127340-103127400	ENSMUST00000106857	-481	-481	2466	SINE	ID	-1692	-1692	1785	SINE	B1_Mur1	-481	-481	1785	SINE	ID
514	chr4:106608818-106608883	ENSMUST00000106788	0	0	0	SINE	B1_Mus1	-413	-413	2279	SINE	B1_Mus1	0	0	0	SINE	B4A
515	chr4:11071700-11071731	ENSMUST00000058183	3026	-3534	3026	SINE	B2_Mm2	0	0	0	SINE	B1F	0	0	0	SINE	B1F
516	chr4:11378451-11378497	ENSMUST00000108313	462	-1461	462	SINE	B3A	-76	-76	119	SINE	B1_Mus2	-76	-76	119	SINE	B1_Mus2
517	chr4:11573184-11573245	ENSMUST00000070755	1035	-2999	1035	SINE	RSINE1	-952	-952	1203	SINE	ID4	-952	-952	1035	SINE	ID4
518	chr4:117055947-117055983	ENSMUST00000106448	-118	-118	1495	SINE	B1_Mur4	153	-282	153	SINE	RSINE1	-118	-118	153	SINE	B1_Mur4
